author,author_id,comment
i'm candraa,candraa_gengss05,mantapp rakyat mendukung mu anak muda
Sagitarius ♐️,della.anggi_94,"Katanya pintunya terbuka 😭 pas mau didatengin pake barier beton , pasukan brimob ratusan.. ya ampun itu yg didalem hati"" dehh ngerinya azab dari tuhan lohhh"
feen,fitrafeen,@as☆ anjay berdemo lg wkwk
bunda ibrahim,ibrahimmm03,"semangat, lindungi mereka semua 🤲"
Aceng 135 👑,hendy_aceng08,"Indonesia sedang melakukan perang, rakyat sipil vs pejabat dan ladusing"
N,nflzms76,"berpotensi fyp
tinggalkan jejakk 🤭😹"
bhim Gurung (빔),bhim.gurung89,नेपालको र अरु देशको भिडियो छुट्याउन त सक्नु पर्छ नि ।
सन्तोष राना मगर🇳🇵❤️🇸🇰🇪🇺,santosh.rana30,धेरै चित्त दुख्छ यार नेपालको गतिविधि हेरेर भक्कानिन्छ मन😥😥
Janbi Sapkota,janbisapkota1,सबैको रक्षा गर्नु भगवान 🙏🙏🙏🙏
𝐑𝐚̈𝐉𝐞𝐍𝐃𝐫𝐀 𝟎𝟎𝟎,rajendra.xettrii,":य सरकार...🙏😳...
1“हामी तपाईंको दुश्मन होइनौं, नागरिक हौं। हाम्रो आवाज सुन्नुस्।”
2“सामाजिक सञ्जाल बन्द गरेर होइन, भ्रष्टाचार नियन्त्रण गरेर देश चलाउनुहोस्।”
3“जनताको आवाज दबाउने सरकार कहिल्यै टिक्दैन।”
4“हामी डराउँदैनौं, हाम्रो अधिकार छोड्दैनौं।”
5“लोकतन्त्रमा जनताको आवाज नै मुख्य शक्ति हो, त्यसलाई सम्मान गर्नुस्।”
6“हामीलाई चुप गराएर होइन, संवाद गरेर समस्या समाधान गर्नुस्।”
7“सरकारले गल्ती स्वीकार गरेर सही बाटो समात्नुपर्छ।”
8“हामी सडकमा आउन बाध्य भयौं किनकि
तपाईंहरूले हाम्रो आवाज संसदमा सुन्नु भएन।”
9“हामी हिंसा चाहन्नौं, हामी न्याय चाहन्छौं।”
10“सरकार चलाउने जिम्मा तपाईंको हो, तर भविष्य हाम्रो हो।”👍.."
G A N E S H,ganeshregmi12345,"आमा तिमी कति अभागी है तिम्रो छोरा देशको मुहार बद्ल्न निस्केको पापी ले गोलि हानेछ आमा तिम्रो आसु पकै लाग्ने छ,❤️"
ru,rururusa,"🇳🇵:Attack on a uniformed student by Nepal police is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos"
Pandit Travels &Cyber Services,shyampandittravelscyber,हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका
Rajendra Giri,rajendragiri63,Kp oli ra ramesh lekhak hatyara ho ab yini haru lai chhodna hunna Genz ho 😭😭😭😭😭😭😭
🦋Sãdhãñã🦋,sadhana.parajuli,नजिकै आउदै गरेको नेपालको महान चाड दशै तिहार मा कसैले पनि आफ्नो दाजुभाइ अथवा दिदी बहिनी गुमाउन नपरोस आज को आन्दोलनमा 🥺🥺🙏🙏🙏🥺🥺🥺🥺
सृष्टि पौडेल,shristipaudel25,थुक्क नालायक सरकार 😡😡😡
parmila khatri,parmila159,😭😭😭😭😭😭😭😭😭😭😭😭😭😭
LAZY_BOY,supinrai832,go go go go go
Dhanu Adhikari,dhanuadhikari3,"@Dhanu Adhikari:@Dhanu Adhikari:@Dhanu Adhikari:चाइनामा केपी ओलीले राष्ट्रपति राखेको अडान लिपुलेख लिम्प्याधुरा र कालापानी भूभागका बारेमा लिएको चट्टानी अडान र
चाइनामा केपी ओलीलाई गरेको सम्मान ले भतभती पोलिएका विशेषगरी भारतबाट पालिएका नेपाली नेता, र भारतीय प्रधानमन्त्री नरेन्द्र मोदी लाई असह्य पीडा भएको थियो यहाँ सँगसँगै रासवपा,र राजावादी हरुपनि छटपटाइरहेको परिस्थिति मा यी कलिला मुनाहरूको नाममा आन्दोलन गर्ने र आजको जेनजी युवा पुस्ता समेत सरकारबाट निरुत्साहित छ दुःखि छ
भनेर नकारात्मक संचार गराई देश तथा विदेशमा समेत युवा पुस्ता पुरानादलहरूबाट
विक्षिप्त छन् भन्ने भाष्य निर्माण गर्ने हरु प्रति हामी सचेत युवाहरूको खबरदारी छ।
जेन्जी युवा पुस्ताहरूले आफ्ना कुराहरु राखुन् उनीहरूका कुरा सुन्न सक्नुपर्छ उनीहरूको मागलाई सम्बोधन गर्न सक्नुपर्छ। तर यसो होइन कि देशमा केही नभएको हुँदैछ हुन बाँकी छ सामाजिक सञ्जाल सदाका लागि बन्द भन्ने होइन कानुनी दायरामा ल्याइसकेपछि यथाशीघ्र खोलिने कुरा सचेत गराइकन भइरहेका कुराहरूलाई उचालमुछाल गर्दै कतिपयले आफ्ना भ्युज बढाउन कमाउन रमाउन त कतिपयले नकारात्मक सन्देश अब्बाह फैलाउन नाटक गरेको देखियो। उदेग लागेर आयो।"
Mr.Rajendra pratap sen.,rajendrasen533,पुलिस प्रसासन तिम्रा छोरा छोराछोरी लाई गोली नहान यो आन्दोलन भविस्य निर्माण गर्ने आन्दोलन हो।तिम्रो र तिम्रा बच्चा हरुको पनि भविस्य जोडिएको छ।
🅼🆁>🅺🅰🅼🅰🅻,mrkamal033,
Aashish Dhungana,aashish.dhungana7,केपी शेरे प्रचण्ड लाई टुँडिखेलमा झुन्ड्याउनु पर्ने थियो।
@adhikariganga,gangaadhikari445,नेता थुतेर आगाे लाउनु पर्छ
:-$,mr.lazy314,5 jana lai maryo aba tw xodna huna
kamalabhandari1974,kamalabhandari1974,जेएजि को रक्षया गर भगबान उनि हरुलाइ केहिनहोस पशुपति ले रक्ष्या गरुन
𝑲𝒆𝒎𝒂𝒍,apexsir01,In Nepal right now 🥹
❤️‍🩹Uk⚔️,laurey062,आज कुनै पनि आमाले आफ्नो सन्तान गुमाउनु नपरोस्।🙏
Sao phải hỏi,saophaihoi2206,Đảng csvn vô mà xem nếu không sớm thay đổi 👍
aretanivi3,wantijombrang,yaa Alloh tolong pulihkan negeri ku agar aman dan damai kembali jg lindungi semua rakyat kecil yg berjuang demo 🙏
𝐑𝐚̈𝐉𝐞𝐍𝐃𝐫𝐀 𝟎𝟎𝟎,rajendra.xettrii,":य सरकार...🙏😳...
1“हामी तपाईंको दुश्मन होइनौं, नागरिक हौं। हाम्रो आवाज सुन्नुस्।”
2“सामाजिक सञ्जाल बन्द गरेर होइन, भ्रष्टाचार नियन्त्रण गरेर देश चलाउनुहोस्।”
3“जनताको आवाज दबाउने सरकार कहिल्यै टिक्दैन।”
4“हामी डराउँदैनौं, हाम्रो अधिकार छोड्दैनौं।”
5“लोकतन्त्रमा जनताको आवाज नै मुख्य शक्ति हो, त्यसलाई सम्मान गर्नुस्।”
6“हामीलाई चुप गराएर होइन, संवाद गरेर समस्या समाधान गर्नुस्।”
7“सरकारले गल्ती स्वीकार गरेर सही बाटो समात्नुपर्छ।”
8“हामी सडकमा आउन बाध्य भयौं किनकि
तपाईंहरूले हाम्रो आवाज संसदमा सुन्नु भएन।”
9“हामी हिंसा चाहन्नौं, हामी न्याय चाहन्छौं।”
10“सरकार चलाउने जिम्मा तपाईंको हो, तर भविष्य हाम्रो हो।”👍.."
G A N E S H,ganeshregmi12345,"आमा तिमी कति अभागी है तिम्रो छोरा देशको मुहार बद्ल्न निस्केको पापी ले गोलि हानेछ आमा तिम्रो आसु पकै लाग्ने छ,❤️"
ru,rururusa,"🇳🇵:Attack on a uniformed student by Nepal police is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos"
Pandit Travels &Cyber Services,shyampandittravelscyber,हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका बान !😆हाम्रो बालेन हाम्रो सान केपी ओलि रण्डीका
Rajendra Giri,rajendragiri63,Kp oli ra ramesh lekhak hatyara ho ab yini haru lai chhodna hunna Genz ho 😭😭😭😭😭😭😭
🦋Sãdhãñã🦋,sadhana.parajuli,नजिकै आउदै गरेको नेपालको महान चाड दशै तिहार मा कसैले पनि आफ्नो दाजुभाइ अथवा दिदी बहिनी गुमाउन नपरोस आज को आन्दोलनमा 🥺🥺🙏🙏🙏🥺🥺🥺🥺
सृष्टि पौडेल,shristipaudel25,थुक्क नालायक सरकार 😡😡😡
parmila khatri,parmila159,😭😭😭😭😭😭😭😭😭😭😭😭😭😭
LAZY_BOY,supinrai832,go go go go go
Dhanu Adhikari,dhanuadhikari3,"@Dhanu Adhikari:@Dhanu Adhikari:@Dhanu Adhikari:चाइनामा केपी ओलीले राष्ट्रपति राखेको अडान लिपुलेख लिम्प्याधुरा र कालापानी भूभागका बारेमा लिएको चट्टानी अडान र
चाइनामा केपी ओलीलाई गरेको सम्मान ले भतभती पोलिएका विशेषगरी भारतबाट पालिएका नेपाली नेता, र भारतीय प्रधानमन्त्री नरेन्द्र मोदी लाई असह्य पीडा भएको थियो यहाँ सँगसँगै रासवपा,र राजावादी हरुपनि छटपटाइरहेको परिस्थिति मा यी कलिला मुनाहरूको नाममा आन्दोलन गर्ने र आजको जेनजी युवा पुस्ता समेत सरकारबाट निरुत्साहित छ दुःखि छ
भनेर नकारात्मक संचार गराई देश तथा विदेशमा समेत युवा पुस्ता पुरानादलहरूबाट
विक्षिप्त छन् भन्ने भाष्य निर्माण गर्ने हरु प्रति हामी सचेत युवाहरूको खबरदारी छ।
जेन्जी युवा पुस्ताहरूले आफ्ना कुराहरु राखुन् उनीहरूका कुरा सुन्न सक्नुपर्छ उनीहरूको मागलाई सम्बोधन गर्न सक्नुपर्छ। तर यसो होइन कि देशमा केही नभएको हुँदैछ हुन बाँकी छ सामाजिक सञ्जाल सदाका लागि बन्द भन्ने होइन कानुनी दायरामा ल्याइसकेपछि यथाशीघ्र खोलिने कुरा सचेत गराइकन भइरहेका कुराहरूलाई उचालमुछाल गर्दै कतिपयले आफ्ना भ्युज बढाउन कमाउन रमाउन त कतिपयले नकारात्मक सन्देश अब्बाह फैलाउन नाटक गरेको देखियो। उदेग लागेर आयो।"
Mr.Rajendra pratap sen.,rajendrasen533,पुलिस प्रसासन तिम्रा छोरा छोराछोरी लाई गोली नहान यो आन्दोलन भविस्य निर्माण गर्ने आन्दोलन हो।तिम्रो र तिम्रा बच्चा हरुको पनि भविस्य जोडिएको छ।
🅼🆁>🅺🅰🅼🅰🅻,mrkamal033,
Aashish Dhungana,aashish.dhungana7,केपी शेरे प्रचण्ड लाई टुँडिखेलमा झुन्ड्याउनु पर्ने थियो।
@adhikariganga,gangaadhikari445,नेता थुतेर आगाे लाउनु पर्छ
:-$,mr.lazy314,5 jana lai maryo aba tw xodna huna
kamalabhandari1974,kamalabhandari1974,जेएजि को रक्षया गर भगबान उनि हरुलाइ केहिनहोस पशुपति ले रक्ष्या गरुन
𝑲𝒆𝒎𝒂𝒍,apexsir01,In Nepal right now 🥹
❤️‍🩹Uk⚔️,laurey062,आज कुनै पनि आमाले आफ्नो सन्तान गुमाउनु नपरोस्।🙏
Sao phải hỏi,saophaihoi2206,Đảng csvn vô mà xem nếu không sớm thay đổi 👍
aretanivi3,wantijombrang,yaa Alloh tolong pulihkan negeri ku agar aman dan damai kembali jg lindungi semua rakyat kecil yg berjuang demo 🙏
Quê mình Thái Bình,manhle_tb,Thế mới biết VN mình quá tuyệt vời
AS🖤 FIROZ........... B..... i,asfirozasfiroz3,@AS🖤 FIROZ........... B..... i:তারা কি আওয়ামী লীগের মতো বলবে নাকি যে আমাদের নেত্রী পদত্যাগ করে নাই 🙄
กูมานทอง,pomdekdee,@ปอมแป้ม💐🌹🐶: @ปอมแป้ม💐🌹🐶: 🫵🏻🫵🏻👍🏻👍🏻👍🏻👍🏻
wayhome,wayhome2024,"democracy grows on blood.
pray for Indonesia from korea"
Yαη☻.,yan.vn94,tim sẽ mạnh khỏe 💪
Mạnh Hùng TOP PIANO,mhpianovn,"Tính ra xem xong video này mới thấy ở Việt Nam "" mệt thật"" , sáng nào cũng phải nghĩ ăn gì cho ngon, uống cf ở đâu cho chất, tối rảnh lượn vài vòng hồ, ăn kem, chém gió! Mệt thực sự cả nhà ạ 😂"
het sac du phong@,het.sac.du.phong,Cầu mong đất nước hòa bình thương người dân
Thích thì đổi tên,thanh.trc5046,Có ae nào người việt nam mình biết họ làm gì không ạ cảm ơn
Nguyễn Hữu Phúc 🇻🇳,phuc010390,Việt nam cũng sắp chiến tranh rồi nha. mình chọn phe trước là thập cẩm 2 trứng nha. nói không với nhân đậu xanh và khoai môn🥰
B~T~Trà  ~(っ˘з(˘⌣˘ )~,i.love.rouie,This is indonesia 🇮🇩 😡😡😡
Thuỳ Dương🇻🇳,n.t.d_201,@Hồng Nhungg sợ vãi
Phong Tô Sợ Nóng ❄️,tieulyfidow_98,Chắc mỗi t người việt nam ở đây
hoanggg3017,hoanggg3017,Vn đâu
Q ơi,le_q_oi,"anh em Việt Nam t đâu rồi.
nhìn đây mới thấy giá trị của hòa bình 🥰"
02/09/2025,p.ch.1975,hoan hô các bạn. để VN mình phát triển nhé🤭
☘️☘️nắng-hạ🍁🌿,mayman_99_99,Người việt đầu tiên
VINH NGUYỄN ☯,vinh.nguyn9464,học mỹ này
Thắng cặc to,thangthatha6789,Tất cả những nước hứng đc làn sóng dịch chuyển từ Trung Quốc đều ko ổn.
tôi khổ quá,chienhiptp,việt nam number one
TÙNG,hatung170788,Selamat untuk rakyat Indonesia 😂😁
Quê mình Thái Bình,manhle_tb,Thế mới biết VN mình quá tuyệt vời
AS🖤 FIROZ........... B..... i,asfirozasfiroz3,@AS🖤 FIROZ........... B..... i:তারা কি আওয়ামী লীগের মতো বলবে নাকি যে আমাদের নেত্রী পদত্যাগ করে নাই 🙄
กูมานทอง,pomdekdee,@ปอมแป้ม💐🌹🐶: @ปอมแป้ม💐🌹🐶: 🫵🏻🫵🏻👍🏻👍🏻👍🏻👍🏻
wayhome,wayhome2024,"democracy grows on blood.
pray for Indonesia from korea"
Yαη☻.,yan.vn94,tim sẽ mạnh khỏe 💪
Mạnh Hùng TOP PIANO,mhpianovn,"Tính ra xem xong video này mới thấy ở Việt Nam "" mệt thật"" , sáng nào cũng phải nghĩ ăn gì cho ngon, uống cf ở đâu cho chất, tối rảnh lượn vài vòng hồ, ăn kem, chém gió! Mệt thực sự cả nhà ạ 😂"
het sac du phong@,het.sac.du.phong,Cầu mong đất nước hòa bình thương người dân
Thích thì đổi tên,thanh.trc5046,Có ae nào người việt nam mình biết họ làm gì không ạ cảm ơn
Nguyễn Hữu Phúc 🇻🇳,phuc010390,Việt nam cũng sắp chiến tranh rồi nha. mình chọn phe trước là thập cẩm 2 trứng nha. nói không với nhân đậu xanh và khoai môn🥰
B~T~Trà  ~(っ˘з(˘⌣˘ )~,i.love.rouie,This is indonesia 🇮🇩 😡😡😡
Thuỳ Dương🇻🇳,n.t.d_201,@Hồng Nhungg sợ vãi
Phong Tô Sợ Nóng ❄️,tieulyfidow_98,Chắc mỗi t người việt nam ở đây
hoanggg3017,hoanggg3017,Vn đâu
Q ơi,le_q_oi,"anh em Việt Nam t đâu rồi.
nhìn đây mới thấy giá trị của hòa bình 🥰"
02/09/2025,p.ch.1975,hoan hô các bạn. để VN mình phát triển nhé🤭
☘️☘️nắng-hạ🍁🌿,mayman_99_99,Người việt đầu tiên
VINH NGUYỄN ☯,vinh.nguyn9464,học mỹ này
Thắng cặc to,thangthatha6789,Tất cả những nước hứng đc làn sóng dịch chuyển từ Trung Quốc đều ko ổn.
tôi khổ quá,chienhiptp,việt nam number one
TÙNG,hatung170788,Selamat untuk rakyat Indonesia 😂😁
Lãng tử 89,lng.t.892,Cố lên các bạn
Trung Hiếu,t.h.trung.hieu,Kiếp sau và mãi mãi tôi nguyện tiếp tục được sinh ra là người Việt Nam. ❤️đất nước Việt Nam tôi
Phúc 💫,thaygiaophuc,@Huy ky
Ngọc Tài : HN,ngc.ti756,"Đa đảng đó thích chưa , đây Việt Nam tớ chỉ cần 1 đảng thôi ,"
Đồng Nguyên Chất,saugauvn,"Các bạn dân chủ có quyền biểu tình mà. Hãy tận dụng tối đa quyền lợi đó. Biểu tình chán xong mệt về ngủ ngày mai vẫn vậy, chả thay đổi gì. Hài thật 😂😂😂"
NGUYEN KHAI,nguyen.khai37,"The country must follow communism for the people to be warm and happy, ura"
Trịnh Cường,trinhcuong242,second Bangladesh or Myanmar
Kiếm Phong Kim,hng199325,Chủ tịch Hồ Chí Minh muôn năm nước cộng hòa xã hội Chủ nghĩa Việt Nam muôn năm 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳
hoàng nguyễn,hoangjim21,tinika tanaki
Tiến Đạt,dinhductienth,"Chào mừng các doanh nghiệp , nhà đầu tư đến với Việt Nam . 1 đất nước bình yên , Hiếu khách và sẵn sàng hợp tác cùng nhau phát triển 😌"
➺𝑮𝒊𝒂̀𝒏𝒈 𝑨 𝑷𝒉𝒂́𝒐🧜🏻,quankull_,Việt nam ko quá 30 phút là dẹp xong hết
hẹn ngày mai,thainham1982,Sao không hòa bình mà sống với nhau
Bố Ông Tướng,86_abc,họ duyệt binh hay diễn tập vậy😳
🍁Anya🍁fin❄️🌞,anyaliya234,Protes ini telah berdampak pada bisnis dan kehidupan semua orang di sana. Saya harap situasinya membaik dan semua orang tetap aman.❤️
Mèo Đen,hc.miu78,@Đỏ Vàng 🥰😍!
國黃889,hoang.anh2566,những đất nước để cách mạng màu len nỏi vào đất nước lớp trẻ tự phá hủy đất nước phương Tây nó chỉ là cái bánh vẽ
Duy Tùng,dtung7799,"Hoà bình đẹp lắm, Việt Nam ơi 🇻🇳🇻🇳🇻🇳🇻🇳"
Thanh Nguyen,thanhnguyen2705,VIệt Nam Hồ Chí Minh 🇻🇳
Thành Tân,thanhtan111111,Cảm ơn vì đã đc sinh ra trên đất nước Việt Nam
VVR,vvr0996,"mấy lực lượng đối lập ở Papua Newgine dỡ, cơ hội này lãnh đạo dân ở đó nổi dậy cướp chính quyền, tuyên bố độc lập luôn"
Lãng tử 89,lng.t.892,Cố lên các bạn
Trung Hiếu,t.h.trung.hieu,Kiếp sau và mãi mãi tôi nguyện tiếp tục được sinh ra là người Việt Nam. ❤️đất nước Việt Nam tôi
Phúc 💫,thaygiaophuc,@Huy ky
Ngọc Tài : HN,ngc.ti756,"Đa đảng đó thích chưa , đây Việt Nam tớ chỉ cần 1 đảng thôi ,"
Đồng Nguyên Chất,saugauvn,"Các bạn dân chủ có quyền biểu tình mà. Hãy tận dụng tối đa quyền lợi đó. Biểu tình chán xong mệt về ngủ ngày mai vẫn vậy, chả thay đổi gì. Hài thật 😂😂😂"
NGUYEN KHAI,nguyen.khai37,"The country must follow communism for the people to be warm and happy, ura"
Trịnh Cường,trinhcuong242,second Bangladesh or Myanmar
Kiếm Phong Kim,hng199325,Chủ tịch Hồ Chí Minh muôn năm nước cộng hòa xã hội Chủ nghĩa Việt Nam muôn năm 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳
hoàng nguyễn,hoangjim21,tinika tanaki
Tiến Đạt,dinhductienth,"Chào mừng các doanh nghiệp , nhà đầu tư đến với Việt Nam . 1 đất nước bình yên , Hiếu khách và sẵn sàng hợp tác cùng nhau phát triển 😌"
➺𝑮𝒊𝒂̀𝒏𝒈 𝑨 𝑷𝒉𝒂́𝒐🧜🏻,quankull_,Việt nam ko quá 30 phút là dẹp xong hết
hẹn ngày mai,thainham1982,Sao không hòa bình mà sống với nhau
Bố Ông Tướng,86_abc,họ duyệt binh hay diễn tập vậy😳
🍁Anya🍁fin❄️🌞,anyaliya234,Protes ini telah berdampak pada bisnis dan kehidupan semua orang di sana. Saya harap situasinya membaik dan semua orang tetap aman.❤️
Mèo Đen,hc.miu78,@Đỏ Vàng 🥰😍!
國黃889,hoang.anh2566,những đất nước để cách mạng màu len nỏi vào đất nước lớp trẻ tự phá hủy đất nước phương Tây nó chỉ là cái bánh vẽ
Duy Tùng,dtung7799,"Hoà bình đẹp lắm, Việt Nam ơi 🇻🇳🇻🇳🇻🇳🇻🇳"
Thanh Nguyen,thanhnguyen2705,VIệt Nam Hồ Chí Minh 🇻🇳
Thành Tân,thanhtan111111,Cảm ơn vì đã đc sinh ra trên đất nước Việt Nam
VVR,vvr0996,"mấy lực lượng đối lập ở Papua Newgine dỡ, cơ hội này lãnh đạo dân ở đó nổi dậy cướp chính quyền, tuyên bố độc lập luôn"
TokAyohPin,tokayohpin,wahai bngsa ku rkyt mlsia yg d hrmati..apa kh kt mahu kn ngra kita bgni...fkr2 lh kita org yg waras..
.,uungku12,apa nk jadi ngan Indonesia... turut kesian
🇩🇪 Zenith Zoysia,sugarday4u,"siapa Indonesia si cantik nak cari boyfriend? saya German, umur 32 : )"
𝚂𝚃𝙸𝙽𝙰𝙸𝚉😎,stinatodak,semoga baik2 saja saudara serumpun di indonesia...salam dari malaysia
niken TR,nkntr21,"Yaa 😭
hei pemerintah yg diatas please jangan kau adu rakyat dgn aparat
😭"
