author,author_id,comment
A.J.❤️💐,anejmagar,world war ho Ka ho
😌 i miss you maya❤️,dhikunq,hamro diss k hunu lagau hi vagawan
balibohara,balibohara,🚩
️Dinesh.com,dinesh.c0m,
karisma karisma,lovely.karishma,भगवान सबैको रक्षा गरुदेउ
Siban malaha,siban.malaha4,Ohio my god bless you 🙏🙏🙏
TS Sojib,mdsojib1430,"Era of rebellion ☝🏼
Sri Lanka 🤝🏼 Bangladesh 🤝🏼 Indonesia 🤝🏼 Nepal"
🫶🏻🦋,manjitakarki99,"The true duty of the police is to protect the people, to stand as guardians of peace and justice not to turn their weapons against innocent souls who raise their voices in protest.
Rest in peace beautiful soul🥹😭"
️iprameela,iprameela_,"@️iprameela: Urgent ‼️Please cover up the nationwide protest in Nepal on 8th September 2025
Gen Z Youth of Nepal to Stage Nationwide Protest Against Corruption and Nepotism in Nepal
Nepal’s Generation Z youth are gather in Kathmandu and across major cities to protest against the country’s deep-rooted corruption and nepotism culture, which has undermined democracy, equal opportunity, and the future of young citizens.
26 people are dead by the gun shoot and many of them are injured. Police are firing on students who are in schools uniform and many harmful gases are spread on the students"
parkashkhadka202,parkashkhadka202,शहीद घोषणा गर्नु पर्दैन । क्षतिपूर्ति बापत ५ - १० लाख दिनुपर्दैन । एक लास बापत एक नेताको लास चाहिन्छ । हिसाब किताब बराबर ।
THIT SAR,thit.sar184,"ရေနဲ့မထိုးရဘူး။ ဘာနဲ့လုပ်သင့်တယ်
ထင်သလဲ"
General,winminthein9181,ဒို့ မြန်မာလူမျိုးတွေ တစ်ကောင်မှ ဝင်မမန့်ကြပါလား
Luzoe,luzoe889,wellcome to Myanmar road😅
thar khant,tharkhant765,myanmar ဆုတောင်ယပေူပါ
지구열대화멸망,useryst633n96p,대통령 외계인
M.K. HAMID,ansari3168,"Bangladesh always with Nepal
Let dictatorship be abolished and democracy be liberated."
Rita kc,ritakc521,😭😭😭😭हेय भगवान 😭😭😭
A.J.❤️💐,anejmagar,world war ho Ka ho
😌 i miss you maya❤️,dhikunq,hamro diss k hunu lagau hi vagawan
balibohara,balibohara,🚩
️Dinesh.com,dinesh.c0m,
karisma karisma,lovely.karishma,भगवान सबैको रक्षा गरुदेउ
Siban malaha,siban.malaha4,Ohio my god bless you 🙏🙏🙏
TS Sojib,mdsojib1430,"Era of rebellion ☝🏼
Sri Lanka 🤝🏼 Bangladesh 🤝🏼 Indonesia 🤝🏼 Nepal"
🫶🏻🦋,manjitakarki99,"The true duty of the police is to protect the people, to stand as guardians of peace and justice not to turn their weapons against innocent souls who raise their voices in protest.
Rest in peace beautiful soul🥹😭"
️iprameela,iprameela_,"@️iprameela: Urgent ‼️Please cover up the nationwide protest in Nepal on 8th September 2025
Gen Z Youth of Nepal to Stage Nationwide Protest Against Corruption and Nepotism in Nepal
Nepal’s Generation Z youth are gather in Kathmandu and across major cities to protest against the country’s deep-rooted corruption and nepotism culture, which has undermined democracy, equal opportunity, and the future of young citizens.
26 people are dead by the gun shoot and many of them are injured. Police are firing on students who are in schools uniform and many harmful gases are spread on the students"
🐸,riteshshrestha.7,justice for nepal 🇳🇵🇳🇵
parkashkhadka202,parkashkhadka202,शहीद घोषणा गर्नु पर्दैन । क्षतिपूर्ति बापत ५ - १० लाख दिनुपर्दैन । एक लास बापत एक नेताको लास चाहिन्छ । हिसाब किताब बराबर ।
𓆩🦋 𝑲𝒂𝒖𝒔𝒉𝒊𝒍𝒂 🦋𓆪,kaushila523,यसपाली केपि ओलिको मृत्यु दर्ता जसरी पनि गर्न पर्छ
Bindu°_°K.C °_°D.C❤️💐🌷,bindu.dc1,हे भगवान के हुँदैछ यो दशैंको मुखैमा आएर हाम्रो नेपालमा रगत बनाउने नेताहरु कहाँ लुकेर बसेका छन् सक्छौ भने जनता बचाउ 😭😭😭😭😭😭
user1949302056008,yogmayasharma09,भारतले देश मिचेको मिचैछ।केपी देशको जनता मार्न अगी सारेको छ।सक्छ भने देश बचा
☂ Ꭰreaϻ  한국 ꔪ🇰🇷,trustfamily12,"सबैका प्रिय बालेन अब् समय आइसकेको छ। 🥹
सारा नेपाली रोहिरहेको छ
यही बेला हो तिमीले हिम्मत देखाउने र आउने पुस्तालाई नेतृत्व गरेर देशको मुहार फेर्ने , अब पनि तिमी चुप लागेर बस्यौ भने तिमीले कहिलै केही गर्ने सक्दैनौं
यो समय भनेको बन्द कोठामा बस्ने, अनि सामाजिक सञ्जालमा युवाको रगत उमाल्ने स्टाटस हाल्ने समय होइन 🥹 देशको राजनीतिक अवस्थालाई एउटा निचोड दिने समय आएको छ। तिमी हिम्मत गर हामी तिम्रो साथमा छौँ। ❤️🙏🇳🇵😭🥹"
Rosni Shrestha,rosni.shrestha2,गोलि चलाउने पुलिस र चोर नेता लाई नछोड युवा हो पुलिस को गन खोसेर पुलिस लाइ पनि गोलि टोक युवाहो
K .R paudel,keshabpoudel27,हे पशुपतिनाथ रछ्या गर्नु🙏🙏
Anita karki basnet,anitakarkibasne37,same here in Nepal 😭😭
snm💫,snm.l1l_,
Suri_shma✨,su_rishmamahato57,students are getting KILLED in Nepal cause they protested against corruption. Pleasee talk about Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵
dbdolkhalitamang,dbdolkhalitamang,
Ganga karki,aayushakarkee5,कति आमा बा कोकाख रितिने हो भगवान 😥
prmmmmi,prmmmmi,एस्तो गरी गरी मान्छेलाई कति दिन चुप लगाउँछस्
Daraz Affiliate Marketing,darazpicksnp,नेपाल आमा को मुख फेराउन गएका एक आमा को सन्तानको मृत्यु भयो। कती रोइन् होला ती आमा😭😭🥺🇳🇵🇳🇵🇳🇵
basanti.dhakal,basanti.dhakal,सक्छौं भने सबै नेपाली जनतालाई मर्देऊ न किन यौटा आमाको काख मात्र रित्तो पर्छौं
rupa manandhar,rupamanandha,जुन मरे पनि आखिर आमाको काख रित्तो त हुन्छ नि नेतालाइ केही हुनि हैन मर्ने गरिब जनता
<THã_Mé><Sû_jå_N>,dolokha0,😭😭😭😭😭 Nepal and congratulations
janaki bishokarma,suniljanaki2,जनता को हात मा पनि हतियर हुनु पने हो
Suyog Giri,suyoggiree,"Please cover up the nationwide protest in Nepal on 8th September 2025
Gen Z Youth of Nepal to Stage Nationwide Protest Against Corruption and Nepotism in Nepal
Nepal’s Generation Z youth are gather in Kathmandu and across major cities to protest against the country’s deep-rooted corruption and nepotism culture, which has undermined democracy, equal opportunity, and the future of young citizens.
Thirteen students are dead by the gun shoot and more than 100 of them are injured. uniform Police are firing on students who are in schools uniform and many harmful gases are spread on the students.Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights"
❤️❤️🌸,sanman898,sabai ko raxta garnuhai vagwan😭😭😭
bishnuhari699,bishnuhari699,साले चोर मेरो भाइ बहोनी लाई तैले जत्ती दमन गर्छस नि ।केपि सेरे प्रचण्ड ।तिमिहरु को अब ।।।।।।।।जा
Dipak pun magar,dipakpunmagar01,hello
", MGR〆SURESHツꔪ.",sureshranamagar05,"@Chakleti,Suresh706::हाम्रो माग के हो?
1. सबै नेताले आफ्नो सम्पत्ति सार्वजनिक गर्नुपर्छ।
2. राजनीतिमा आउनु भन्दा पहिले कति सम्पत्ति थियो र अहिले कति छ भन्ने विवरण दिनुपर्छ।
3. नेता वा तिनका छोराछोरीको नाममा कति सम्पत्ति छ, त्यसको स्रोत के हो भनेर खुलाउनुपर्छ।
4. भ्रष्टाचारी ठहरिएको काण्डमा सम्पूर्ण सम्पत्ति राष्ट्रियकरण हुनुपर्छ।
5. भ्रष्टाचार मुद्दा लागेको र प्रमाणित भएको नेताले भविष्यमा चुनाव लड्न नपाउने व्यवस्था हुनुपर्छ।
6. कुनै पनि राष्ट्रिय योजनाको सम्पूर्ण विवरण, खर्च र ठेकेदारको नाम सरकारी वेबसाइटमा सार्वजनिक हुनुपर्छ।"
user1949302056008,yogmayasharma09,भारतले देश मिचेको मिचैछ।केपी देशको जनता मार्न अगी सारेको छ।सक्छ भने देश बचा
☂ Ꭰreaϻ  한국 ꔪ🇰🇷,trustfamily12,"सबैका प्रिय बालेन अब् समय आइसकेको छ। 🥹
सारा नेपाली रोहिरहेको छ
यही बेला हो तिमीले हिम्मत देखाउने र आउने पुस्तालाई नेतृत्व गरेर देशको मुहार फेर्ने , अब पनि तिमी चुप लागेर बस्यौ भने तिमीले कहिलै केही गर्ने सक्दैनौं
यो समय भनेको बन्द कोठामा बस्ने, अनि सामाजिक सञ्जालमा युवाको रगत उमाल्ने स्टाटस हाल्ने समय होइन 🥹 देशको राजनीतिक अवस्थालाई एउटा निचोड दिने समय आएको छ। तिमी हिम्मत गर हामी तिम्रो साथमा छौँ। ❤️🙏🇳🇵😭🥹"
Rosni Shrestha,rosni.shrestha2,गोलि चलाउने पुलिस र चोर नेता लाई नछोड युवा हो पुलिस को गन खोसेर पुलिस लाइ पनि गोलि टोक युवाहो
K .R paudel,keshabpoudel27,हे पशुपतिनाथ रछ्या गर्नु🙏🙏
Anita karki basnet,anitakarkibasne37,same here in Nepal 😭😭
snm💫,snm.l1l_,
dbdolkhalitamang,dbdolkhalitamang,
Suri_shma✨,su_rishmamahato57,students are getting KILLED in Nepal cause they protested against corruption. Pleasee talk about Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵
prmmmmi,prmmmmi,एस्तो गरी गरी मान्छेलाई कति दिन चुप लगाउँछस्
Ganga karki,aayushakarkee5,कति आमा बा कोकाख रितिने हो भगवान 😥
rupa manandhar,rupamanandha,जुन मरे पनि आखिर आमाको काख रित्तो त हुन्छ नि नेतालाइ केही हुनि हैन मर्ने गरिब जनता
Daraz Affiliate Marketing,darazpicksnp,नेपाल आमा को मुख फेराउन गएका एक आमा को सन्तानको मृत्यु भयो। कती रोइन् होला ती आमा😭😭🥺🇳🇵🇳🇵🇳🇵
basanti.dhakal,basanti.dhakal,सक्छौं भने सबै नेपाली जनतालाई मर्देऊ न किन यौटा आमाको काख मात्र रित्तो पर्छौं
<THã_Mé><Sû_jå_N>,dolokha0,😭😭😭😭😭 Nepal and congratulations
Suyog Giri,suyoggiree,"Please cover up the nationwide protest in Nepal on 8th September 2025
Gen Z Youth of Nepal to Stage Nationwide Protest Against Corruption and Nepotism in Nepal
Nepal’s Generation Z youth are gather in Kathmandu and across major cities to protest against the country’s deep-rooted corruption and nepotism culture, which has undermined democracy, equal opportunity, and the future of young citizens.
Thirteen students are dead by the gun shoot and more than 100 of them are injured. uniform Police are firing on students who are in schools uniform and many harmful gases are spread on the students.Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights"
janaki bishokarma,suniljanaki2,जनता को हात मा पनि हतियर हुनु पने हो
❤️❤️🌸,sanman898,sabai ko raxta garnuhai vagwan😭😭😭
Dipak pun magar,dipakpunmagar01,hello
bishnuhari699,bishnuhari699,साले चोर मेरो भाइ बहोनी लाई तैले जत्ती दमन गर्छस नि ।केपि सेरे प्रचण्ड ।तिमिहरु को अब ।।।।।।।।जा
", MGR〆SURESHツꔪ.",sureshranamagar05,"@Chakleti,Suresh706::हाम्रो माग के हो?
1. सबै नेताले आफ्नो सम्पत्ति सार्वजनिक गर्नुपर्छ।
2. राजनीतिमा आउनु भन्दा पहिले कति सम्पत्ति थियो र अहिले कति छ भन्ने विवरण दिनुपर्छ।
3. नेता वा तिनका छोराछोरीको नाममा कति सम्पत्ति छ, त्यसको स्रोत के हो भनेर खुलाउनुपर्छ।
4. भ्रष्टाचारी ठहरिएको काण्डमा सम्पूर्ण सम्पत्ति राष्ट्रियकरण हुनुपर्छ।
5. भ्रष्टाचार मुद्दा लागेको र प्रमाणित भएको नेताले भविष्यमा चुनाव लड्न नपाउने व्यवस्था हुनुपर्छ।
6. कुनै पनि राष्ट्रिय योजनाको सम्पूर्ण विवरण, खर्च र ठेकेदारको नाम सरकारी वेबसाइटमा सार्वजनिक हुनुपर्छ।"
Mrs.राे~~J______EE…,rojirai004,कठै मेराे देश😭😭🙏
Aasha Giri,aashagiri803,जनता को खुन पिउने सरकार केपि हो
Adarsha1981,adarsha630,which country is that?
Kanta Dumjan Tamang,kanta.dumjan.tama,पुलिस हरुकति पसुभको किनपानि होकि असुर गास्हो😳
$Sunita Grg🥰,sunita.grg5,raxa garun bhagawan 🙏🙏🙏
Ronisha,ronisha225,"@Ronisha:Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos"
Mr. Ranjit yadav,mr.ranjityadav1,desh ma vayeko vrastachar lukauna. lai...fb..tatha whatssap. banda. garna. khojeko. ho
user kus deepak,user.kus.deepak,🙏 जय नेपाल🇳🇵
Mr. Ranjit yadav,mr.ranjityadav1,jai..Nepal
🇳🇵🌷🙏 Sanjay Kumar Adhikari,sanjayadhikari234,ॐ शान्तिः 😭🇳🇵🙏
The RANGA,alexgiri5,":नेपाल आर्मी❎
नेकपा आर्मी✅
😡😠🤧"
Rudra  thapa  magar,rudra.thapa.magar0,सामन्ती ब्यबस्था को अन्त्य गरौं
Renu Gautam🕊️💮,renu3221,आज कसैको छोरा छोरी लाई केही नहोस्।।। भगवान् 🙏🙏🙏🙏
Kb Bohara926,kbbohara926,chor netha
PaPuSangSang,papusangsang,😳😳 In which country? 😳
Nishan Keshav Poudya,nishankeshavpoudyal,"Our Government is the most Corrupted Government. Please international media , Please Help us 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
S,jasantamang2008,"@Tulips🌷:Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos😭💔"
🈴,krimonn_crazyy,condition of Nepal 😢
Suresh Lama,isureshlama,"Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal.please copy and Paste it in many videos"
Indra Basnet,indrabasnet38,Malayalam sarkar
Mrs.राे~~J______EE…,rojirai004,कठै मेराे देश😭😭🙏
Kanta Dumjan Tamang,kanta.dumjan.tama,पुलिस हरुकति पसुभको किनपानि होकि असुर गास्हो😳
Aasha Giri,aashagiri803,जनता को खुन पिउने सरकार केपि हो
Adarsha1981,adarsha630,which country is that?
$Sunita Grg🥰,sunita.grg5,raxa garun bhagawan 🙏🙏🙏
Ronisha,ronisha225,"@Ronisha:Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos"
user kus deepak,user.kus.deepak,🙏 जय नेपाल🇳🇵
Mr. Ranjit yadav,mr.ranjityadav1,desh ma vayeko vrastachar lukauna. lai...fb..tatha whatssap. banda. garna. khojeko. ho
Mr. Ranjit yadav,mr.ranjityadav1,jai..Nepal
Kb Bohara926,kbbohara926,chor netha
Renu Gautam🕊️💮,renu3221,आज कसैको छोरा छोरी लाई केही नहोस्।।। भगवान् 🙏🙏🙏🙏
Rudra  thapa  magar,rudra.thapa.magar0,सामन्ती ब्यबस्था को अन्त्य गरौं
The RANGA,alexgiri5,":नेपाल आर्मी❎
नेकपा आर्मी✅
😡😠🤧"
🇳🇵🌷🙏 Sanjay Kumar Adhikari,sanjayadhikari234,ॐ शान्तिः 😭🇳🇵🙏
PaPuSangSang,papusangsang,😳😳 In which country? 😳
Nishan Keshav Poudya,nishankeshavpoudyal,"Our Government is the most Corrupted Government. Please international media , Please Help us 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
S,jasantamang2008,"@Tulips🌷:Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos😭💔"
🈴,krimonn_crazyy,condition of Nepal 😢
Suresh Lama,isureshlama,"Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal.please copy and Paste it in many videos"
Indra Basnet,indrabasnet38,Malayalam sarkar
Indra Basnet,indrabasnet38,Malayalam sarkar
Dipa Dhakal,dipadhakal71,गोलि हान्न आदेस दिने लाई अब छोड्न हुन्न मार्नु पर्छ
बिना परियार,binagahatraj123,same situation of Nepal right now 😭😭
क्यामिन तनहुँ ( मेवाबारी ),kyamintanahu,ये भगवान जे हुदै छ देशमा हाम्रो छोराछोरी बचाउ
shanti magar 42,santimagar42,जय सरकार आजको यो आनदोलनमा कोसइलाइ केहिनहोस पासुपति नाथ🙏अामाहरु कने काख रिताे नहाेस😭😭😭
Anjali Karki,anjalikarki8,हे भगवान 😭😭😭
ᴊᴀᴄᴋ,jack_00069,Cover the News of ongoing protest in Nepal. It's getting brutal every second 😭
छेसाङदिकी,lpdmserpsalakha4,nepal m police nai bastachariko joley matrai xa janta sukxey xain kasari agadi badnu kati khera k garxan enarule 🤯🤯🤯🤯😢😢😢🙏🙏🙏
❣️❣️,durgaraut9382,पुलिस भनाउदा चाेर अरु
Niulan awai,awyniulan2,Rakchxa gari ni hai vaguwan 🙏🙏🙏🙏🙏🙏
subashbam608,subashbam608,hamile garna nasakeko kam garera dekhayou salam xa Gen z
Ninakhadka,ninu446,desh lutera khane aaram ley bashira xan jyan chahi aam janta ra police ley gumaira KO xa 🥹😭🥹
bishnusharma123,bishnusharma1230,थुक्क नालाएक सरकार तलाइ थुक्न लाई थुक त आएन 84 मा भोट के आउला😡
💌,y0urfavvpisces7,"A protest was held by our generation the genz against insane corruption in nepal. They killed a kid in his school uniform who was there to fight for his basic right. 14 people were killed because they asked for the minimal rights they deserve. We work day and night, sacrifice our time, love, family, just for them to flex their luxurious life on the gram. This has to reach international audience too. WE WILL NOT STOP. WE WILL AVENGE THE LOST LIVES!!!!"
Anna,saritaacharya99,"कलिला छाेराछाेरि मारेर के पाईस सरकार? ३५ बर्ष देखि शासन गर्दै त आएको हाेस्।आज तेराे हात कामेन?ती कलिला बालबालिकाहरुलाई मारेर? कहिले सम्म ३ तहकाे सुरक्षामा बसेर जनता र जनताका छाेराछाेरि माथि तान्डब मच्चाउछस्? सत्ताका लागि कति जनताका छाेराछाेरि मार्छस्? तेराे सत्ताले देशकाे सिमाना काे सुरक्षा गर्न सकेकाे छैन? तर सेना र प्रहरीले जनतालाई गाेलि हान्न आदेश दिन्छस्। भाेलिबाट बाबुआमा पनि सडकमा आउनुपर्ने देखियो, आफ्ना सन्तानलाई सुरक्षा दिन😢😢😢😢😭😭😭"
Pradip Sapkota321,pradipsapkota38,Kahile samma nepali nirdos Aama ko xora haru le jyaan gumaune ?
stranger❤️,stanger332,"Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos#freenepal"
🇸 🇦 🇳 🇩 🇪 🇪 🇵 🎋🦚🌈,mrlamichhane25,oh god😥😥😥
Kamla Kunwar,kamlakunwar3,गोलि चाइ जति नै आदेस आय पनि नचलाइदिनु है🙏
",Mr rai सक्दैन नि फेरि 🫢🤘🤘",bikramrai345,भरुवा लेर जानु पर्ने रहेछ साला
Indra Basnet,indrabasnet38,Malayalam sarkar
Dipa Dhakal,dipadhakal71,गोलि हान्न आदेस दिने लाई अब छोड्न हुन्न मार्नु पर्छ
बिना परियार,binagahatraj123,same situation of Nepal right now 😭😭
क्यामिन तनहुँ ( मेवाबारी ),kyamintanahu,ये भगवान जे हुदै छ देशमा हाम्रो छोराछोरी बचाउ
shanti magar 42,santimagar42,जय सरकार आजको यो आनदोलनमा कोसइलाइ केहिनहोस पासुपति नाथ🙏अामाहरु कने काख रिताे नहाेस😭😭😭
Anjali Karki,anjalikarki8,हे भगवान 😭😭😭
ᴊᴀᴄᴋ,jack_00069,Cover the News of ongoing protest in Nepal. It's getting brutal every second 😭
छेसाङदिकी,lpdmserpsalakha4,nepal m police nai bastachariko joley matrai xa janta sukxey xain kasari agadi badnu kati khera k garxan enarule 🤯🤯🤯🤯😢😢😢🙏🙏🙏
❣️❣️,durgaraut9382,पुलिस भनाउदा चाेर अरु
Niulan awai,awyniulan2,Rakchxa gari ni hai vaguwan 🙏🙏🙏🙏🙏🙏
subashbam608,subashbam608,hamile garna nasakeko kam garera dekhayou salam xa Gen z
Ninakhadka,ninu446,desh lutera khane aaram ley bashira xan jyan chahi aam janta ra police ley gumaira KO xa 🥹😭🥹
bishnusharma123,bishnusharma1230,थुक्क नालाएक सरकार तलाइ थुक्न लाई थुक त आएन 84 मा भोट के आउला😡
Anna,saritaacharya99,"कलिला छाेराछाेरि मारेर के पाईस सरकार? ३५ बर्ष देखि शासन गर्दै त आएको हाेस्।आज तेराे हात कामेन?ती कलिला बालबालिकाहरुलाई मारेर? कहिले सम्म ३ तहकाे सुरक्षामा बसेर जनता र जनताका छाेराछाेरि माथि तान्डब मच्चाउछस्? सत्ताका लागि कति जनताका छाेराछाेरि मार्छस्? तेराे सत्ताले देशकाे सिमाना काे सुरक्षा गर्न सकेकाे छैन? तर सेना र प्रहरीले जनतालाई गाेलि हान्न आदेश दिन्छस्। भाेलिबाट बाबुआमा पनि सडकमा आउनुपर्ने देखियो, आफ्ना सन्तानलाई सुरक्षा दिन😢😢😢😢😭😭😭"
💌,y0urfavvpisces7,"A protest was held by our generation the genz against insane corruption in nepal. They killed a kid in his school uniform who was there to fight for his basic right. 14 people were killed because they asked for the minimal rights they deserve. We work day and night, sacrifice our time, love, family, just for them to flex their luxurious life on the gram. This has to reach international audience too. WE WILL NOT STOP. WE WILL AVENGE THE LOST LIVES!!!!"
Pradip Sapkota321,pradipsapkota38,Kahile samma nepali nirdos Aama ko xora haru le jyaan gumaune ?
stranger❤️,stanger332,"Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos#freenepal"
🇸 🇦 🇳 🇩 🇪 🇪 🇵 🎋🦚🌈,mrlamichhane25,oh god😥😥😥
Kamla Kunwar,kamlakunwar3,गोलि चाइ जति नै आदेस आय पनि नचलाइदिनु है🙏
",Mr rai सक्दैन नि फेरि 🫢🤘🤘",bikramrai345,भरुवा लेर जानु पर्ने रहेछ साला
777@_sima karki,janukasimakarki,Om g😱
monsoon 🧘🕊️,sonulama833,"wanted international Media to react that students in college dress are being shot in today protest. As per international law no one is allowed to do that but nepal police/army are doing that , this needed to come to light and nepali government have to face the consequences"
Literature ❤,literature.007,"It’s time to rise and end this suffocating situation in our nation.
Nepali people can no longer remain silent in the face of corruption, oppression, and the growing dictatorship. This is not the struggle of a single generation—it is the duty of all Nepalis.
No force, no intimidation, no abuse of power can suppress the voice of a united people. Our anger is stronger than their bullets, our courage greater than their threats.
We will stand together, fearlessly, until this corrupt system collapses. We are not just demanding change—we are ensuring it. For justice. For freedom. For the future of Nepal.
Wake up, unite, and come to the streets. The time for silence is over—the time for action is now."
🌷साजन 🌹💐,sajan.pun923,नेपाल आर्मी लाई जिम्मा दे सरकार
Mebantawa,bantawa827,omg
SARU🩺🔬💉🍀,saraswatineupane110,which place
दिपेश भण्डारी,dipeshbhandari396,सुरक्षाकर्मीहरु सक्नु हुन्छ समर्थन गर्नुहोस् यो कुनै पार्टीको लडाई हैन सिङ्गो देशको लडाई हो समर्थन गर्न सकिँदैन भने चुप लागेर बस्नुहोस् युवाहरुलाई आफ्नो देश बदल्न दिनुहोस!!🙏🇳🇵☺️
14.11💫💝,himstxxzj71,"यो सरकार ले कति दमन गरेको छ यहिँ बाट प्रस्ट हुन्छ, आज जे जे भो तेस्मा सरकार कोनै दोस छ 😡😡"
Ms Anzuu👑,magh1jan,Omg plz god save everyone🥰🥰🙏🏻
प्रजिता.✍️,prajita_rai4,आज कुनै पनि आमाले आफ्नो सन्तान गुमाउनु नपरोस्।🙏😭😭😭🇳🇵🇳🇵🇳🇵🇳🇵🙏🙏
Sumi Stha,sumi.stha22,omg 😭😭😭
NG.. Tamang10🐒👰‍♀️,220__november,"थुक्क लाछार कुपुत्र भ्रष्ट लाइ बचाउने जोगाउने कुकुर पुलिस ,, तिमिहरुलाइ दिक्क लाग्दैन सरकारले येस्तो गर्दा,, सक्छ भने Zen,Z लाइ सपोर्ट गर 😡😡"
जिन्दगी अधुरो छ तिमी बिनाको ❤️,anisharawot0,good good 👍️👍️👍️👍️
Misha rawat. 11.11❤️,misharawat791,sana sana bal balika lai yatro atang garna dar lagena .sarkar
Firsts names,firsts.names4,"@Firsts names:ओलि डाकाले यति धेरै युवा मारी सक्यो, अब कुन बेला यो सामान्य कुरा लाई राजनीति गर्न उचालियो भनेर भुक्ने हो ,"
Mulya syahfitry,mulya0110,"sumpah kasian sama rakyat pak pol dan tni, mereka turun kelapangan gara DPR.
Sedangkan DPR dmna? mereka bungkam semua tutup mata, bahkan sudah ada korban jiwa tapi tidak ada tindakan agar demo ini mereda dan masyarakat sedikit tenang.
tolong cepat ambil tindakan pak prabowo lihatlah rakyatmu tolong dengarakan dan cari solusi yg adil untuk kami para rakyat🙏🙏"
E,enip14,polisi bela tikut DPR 🤣
May,bibilover231,
parmila khatri,parmila159,😭😭😭😭😭😭😭😭😭😭😭😭😭😭
moemoe,user130592699549,😂😂😂
777@_sima karki,janukasimakarki,Om g😱
monsoon 🧘🕊️,sonulama833,"wanted international Media to react that students in college dress are being shot in today protest. As per international law no one is allowed to do that but nepal police/army are doing that , this needed to come to light and nepali government have to face the consequences"
Literature ❤,literature.007,"It’s time to rise and end this suffocating situation in our nation.
Nepali people can no longer remain silent in the face of corruption, oppression, and the growing dictatorship. This is not the struggle of a single generation—it is the duty of all Nepalis.
No force, no intimidation, no abuse of power can suppress the voice of a united people. Our anger is stronger than their bullets, our courage greater than their threats.
We will stand together, fearlessly, until this corrupt system collapses. We are not just demanding change—we are ensuring it. For justice. For freedom. For the future of Nepal.
Wake up, unite, and come to the streets. The time for silence is over—the time for action is now."
🌷साजन 🌹💐,sajan.pun923,नेपाल आर्मी लाई जिम्मा दे सरकार
Mebantawa,bantawa827,omg
SARU🩺🔬💉🍀,saraswatineupane110,which place
दिपेश भण्डारी,dipeshbhandari396,सुरक्षाकर्मीहरु सक्नु हुन्छ समर्थन गर्नुहोस् यो कुनै पार्टीको लडाई हैन सिङ्गो देशको लडाई हो समर्थन गर्न सकिँदैन भने चुप लागेर बस्नुहोस् युवाहरुलाई आफ्नो देश बदल्न दिनुहोस!!🙏🇳🇵☺️
14.11💫💝,himstxxzj71,"यो सरकार ले कति दमन गरेको छ यहिँ बाट प्रस्ट हुन्छ, आज जे जे भो तेस्मा सरकार कोनै दोस छ 😡😡"
Ms Anzuu👑,magh1jan,Omg plz god save everyone🥰🥰🙏🏻
