author,author_id,comment
doni_pray,doni_pray,"pas kampanye nyari rakyat, giliran di samperin rakyat ogah2an😂"
Yandri_Fantasy,wijayayandri,"udah tau demo ngapain jualan disitu.
ini aku jawab mungkin pedagang mengira bakal mahasiswa itu bakal beli
makanya siapa tau siswa itu lapar atau haus makanya pedagang cari kesempatan itu padahal itu area berbahaya bagi pedagang siapa tau bentrokan lagi"
mommy tie,smhmiy,Stay Safe utk semua pendemo sy dr alumni 98 yg sempet duduk nginep di DPR hanya bs Mendoa kan semoga aspirasi kalian di denger oleh para penguasa Ttp Semangaaaaat 🥰
Achay _lee 2727,user47801314706036,hanya terjadi di Konoha.. dagang saat demo 😂
JOKERS Si ULING 23🔥🔥,jokers.si.uling,KASIAN TUKANG DAGANG 💔
Umi Uma2024,umi.uma2024,sedih melihat perjuangan rakyat .. mereka menari2 diatas penderitaan rakyat.. malah di siram gas air mata.. pagar di oli dan di lem..
AURA MOM'S,auramoms0,ya Allah lindungilah mereka yg lagi berjuang menegakkan keadilan. aamiinn yra 🤲🤲🤲🤲
jeremy,jeremykemzo2021,yg jualan tuh para intel
shadimi_syah,shadimi_syah,hati2 ada yg pura2 ikutan demo pdhl baju coklat
yoeni1977,123yoeni123,pdhl senjata yg dipake dibeli dgn uang rakyat 🥺
imyours,imyours3188,"Waktu Demo saya nemu dompet di tempat orang Demo,lalu kubuka dompetnya Alhamdulillah isi nya 5 jt, dan di dalam dompet juga ada ktp pemilik nya, saya bingung dan ragu mau di anterin sayang isi nya 5 jt,klo ngga di balikin kasian yg punya Dompet, takut KTP nya mau di pake, tau sendiri ngurus ktp kadang sibuk ga sempat . akhirnya saya anterin dompet dan isi nya ke alamat rumah, pas saya nyampe rumah pemilik nya jutek banget, pas saya bilang menemukan Dompetnya sopan banget dia, langsung saya di suruh masuk ke rumah nya, di buat kan kopi dan di sandingkan kue, pas sudah 30 menit ngobrol saya pun pamit,dan saya bilang,ibu coba uangnya di hitung kembali, lalu ibu itu menghitung nya, dan Alhamdulillah uangnya pas 5 juta, terus saya pun pamit dan tangan saya di tarik sama ibu itu, saya kira ada apa, nggak tau nya uangnya 5 jt mau di kasih saya semua,emang kalo sudah rezeki nggak kemana,katanya yang penting KTP balik sudah bersyukur banget,saya pun seneng banget, pas saya pergi sudah keluar pagar ada yang panggil panggil saya,.
pah..pah..bangun pah... sudah pagi takut berangkat kerja nya kesiangan anak sekolah sudah pada masuk takut macet, saya pun terbangun dan bengong, uwala...ternyata mimpi🤭"
YESUS KON✝️OL YA✝️IM ✝️OLOL,yesusbabi25,gw sebagai juru selamat turut bersuka cita 🥰
ᶜᶦⁿ⁹⁵,kimchi.jjigae7,lebih banyak yg dagang daripada pendemo
try to be better,ahmadnauvala,doa terbaik buat pendemo
Seven celullar,chfamilly,Pejabat ga liat lg demo aja masi ada rakyat yg cari nafkah. Klo dia banyak duid mah mending ngopi depan tv
🇮🇩JOKO TINGKIR 🇮🇩,switsp2t,mungkin Intel pada nyamar jualan es
liarismarosmawat7,liarismarosmawat7,ya Allah 😭 😭 😭 lindungi saudara kami semua yg sedang berjuang membela rakyat selamat kan mereka ya Allah amiin 🤲 🤲 🙏
Farida t🅰️urus♉,liily_125,Semangat para pendemo aq dukung biar DPR peka 👍🔥💪
bilal ali ratna,alibilalratna,hran sya..krjay ngapain ..gjihnya gede banget... rakyat di cekik perlahan
nizam24*,nizam24858,percuma demo klau anggota DPR y tdr2an di rmh gak ada di situ😂😂😂
Ketty,ketty6691,Hati ² disna jaga keselamatan kalian kita dirmh mendoakan semoga kalian baik baik saja disana
.🐣,gemini2006_,"gue klau demo kyaknya cma ngemil doang dech (bnyak bnget tu cemilan),, pernah soalnya ikut trun demo dri kampus, yang lain teriak2 gue ngemil,, malah nawarin pak pol nya lagi😭😭😭"
revyevy3,revyevy3,ya Allah ya Rabb...polisi pake senjata kalian mahasiswa ga pake apa apa😢
dessy,adehcemoeet,kita saling mendoakan semoga yang demo di lindungi Allah SWT aammmiinn 🤲🤲😭
khanza25,8182rh,polisi ngapain sih pke bela mreka bukan nya ikut belain rakyat
happy senja,jamiillah2606,"sehat2 kalian semuanya ya 😇
pak polisi jangan galak2 ma mereka"
Siti Ajjh789,sitiajjhsitiajjh,moga selamet yg demo semua
i gede artana,igedeartana904,harus dapat ganti rugi tanah Kavlingan 5-8 are + uang untuk rakyat yg tidak terlibat memberontak dari bidang ekonomi dan tentu saja ikut demo DPR RI
Mr.Jex Shop,danyramd,yg dagang sama yg demo banyakan yang dagang
piscer🐠🦐,bby_pisces2,jangan jualan disitu mang😭
tukang risol,tukangcimolanget,BANYAKAN TUKANG DAGANGNYA DARI PADA YANG DEMO🤣
Xander Graham Bell,kecerdasanbuatan3,DPR dan DPRD kebal hukum dan kebal dengan demonstrasi 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺
Taanila,taa.ta.ta,astaghfirullah alazim ya Allah musuhnya ternyata negara sendiri 😩
R,peopleplesure6,gausah byar pajak aj gak sih
emi marmiati,emimarmiati,"liat itu Bpk ibu DPR, dlm keadaan darurat para pejuang rupiah ttp nekat mengais rupiah ut kebutuhan mrk/keluarga, nyawa & dagangannya taruhan nya, miris liatnya😭"
Ki - MOCHI balongbendo.,ki_mochi_balongbendo,HIDUP RAKYAT... 🔥🔥🔥🔥🔥
🦄,scorpio13y,padahal semua pke helem kaca ya biar aman
ronics32,ronics32,saya kmrin juga dpt nemu... KTP stnk.. 🏧...orang Kediri... alhmdulillah... sma sya di paketin lewat post...yg nerima bpknya di kampung
Deyhope,dey11118,ya rahman ya raahiim lindungi mereka semua
Neng_Yani28,neng_yani287,semoga selamat para pendemo semua🥰🥰
Manz_manon,manztion_manz_nation,Tukang jualan ngapain ikutan 😭 nanti dagangan nya ancur malah rugi banyak
🔮Aquarius♒,notyourgf_hehe,"kasian sama bapa"" penjual es cendol cincau😭"
mamak,mamak7533,ya Allah lindungilah para pendemo ini semua
🌺💖MAMA ALVIN💖🌺,mamaalvin91,yang jualan itu ya di pinggir jgn di tengah2 takut nya kena sasaran org lari2
Trisna,user8616833844680,"yg milih siapa, yg demo siapa🤔"
marrrrrrr ♏️,mariaalgft,puan ga beli es diluar gedung DPR ta pean
saristore18,tikania11,yang terakhir😭bang mata saya bang
B 541 PUL,b541pul,Woooy ini tuh lagi Demo bukan Nonton Layar Tancep 😂
n,nopelitecees,nyampe ni
Wulandari Putri,wulan28812,"jgn anarkis ya..
jgn rusak fasilitas umum.
tetap berhati hati... keluarga menanti kalian pulang selamat..."
aposmoothie🥤,gtoktv,Udah tau lagi demo malah pada jualan disitu😂
Rania House,raniahouse01,"udah tau demo,malah jualan deket yg demo😂😂😂
hebat hebaaat🤣"
ara,rorrww_.0,para demo coba pake helm sih
Erelluxe,errella08,ya lagian org demo malah aduh...
cucuncahyati,cucuncahyati3010,Aku salpok sama pedagang🥺🥺
Dian,dian15539,kasian ini tukang jualannya.
Aching Yamaguchi Gallery,acxyamaguchi888,namanya juga Indonesia dimana Ada keramaian disitu para pedagang ikut nimbrung 😂😂😂😂
Ihsan56,ihsanmuhamadihsan39,astaghfirullah segitunya sihhh sama rakyat
melowdayblue,melowdayblue,indonesiah memang darah daging enterpreneur. dimana mana jualan. mau perang juga tetep jualan di medan pertempuran. sehat selalu kawan yg di DPR
vii.syiafah,vii.syapah,yg jualan tydak habis fikri😭😭😭
Yourbabe🧸,22redcherry_,Pake helm aturan demo nya biar agak aman 😅
toko SRIDENA,beranimenawan,"pedagang keliling. sungguh miris kalian. . padahal kalian hanya cari cuan untuk beli nasi sebungkus. .
tetap semangat kawan. kami mendukung kalian"
𝙽𝚘𝚟𝚒𝚛𝚊 🎀,novira_1613,"KASIHAN RAKYAT UDAH SUSAH MAKIN SUSAH. GARA"" DPR!!!"
Ki - MOCHI balongbendo.,ki_mochi_balongbendo,HIDUP RAKYATT.. 🔥🔥🔥🔥🔥🔥
Mamah Harumah,mamah.harumah,kalou ga bisa di bubarkan gajih dpr jangan seratus jt kalou tetap seratus jt pemilu nanti ga akan pilih dpr🙏
Bray,oemarbrekele,"mana katanya pintu DPR terbuka, dan disambut dengan hangat 😅"
amtariyadi,amtariyadl,ngapain lari kan bnyak ojek
kangndaytukangpaket,nday_erhidayat,"😁 tadi sdh sy sampaikan siang tadi..
demo resmi blm ada komando ,,( buruh-mahasiswa ) mulai siang tadi mereka SDH kumpul dan itu jelas demo dari barisan massa underground ( YTTA ) biasa pasukan Hoodie hitam ..pasti paham gerakan siapa..??
jadi tolong buat masyarakat jangan terpancing ikut2an karena demo hari ini blm terkomando atasa nama rakyat."
Atikah sofiyati,atikahsofiyati,ga akan ada demo ..klw para pejabatnya pada amanah.
phesek,user7652606902116,dh tahu mau ad demo knpa msih jualn di situ
Mr. Bonteng,mr..bonteng,Kenapa sih kalo demo harus ricuh? Bukannya demo itu menyampaikan Aspirasi
Ratna galih ❤️,ratna_8822,ya Allah 😭😭 tolong org2 yah demo Sehat2 selalu
🌷,putputrinblaa,"Plis ini lgi demo, jgn jualan di situ ibu bpk, takut knpa-knpa dagangan nya nnti ga ada yg tanggung jawab, kasian kalian yg jualan 🥺."
Nuna Kia82,nuna.kia,di Konoha itu lucu orang sibuk berjuang cari keadilan malah yg dagang paling depan bner ganggu orang aja
Oma Any,buk.sri344,smoga pendemo terlindungi smua 🤲🤲
IG tius.exe,tius.exeee,engga kebanyakan pas zaman dulu pas perang ada yg jualan kaya gini
Masya Allah,j.mr25,"harusnya yg jualan Sadar juga, jangan jualan di mana ada orang sedang demo..🤦"
ely store's,giandra_umair_azzura,"iya malah jualan mana donatur, mahasiswa, anak anak STM,, ini bwat qt semua... Hayyooo bersatu... 😭😭😭😭"
jagungsusukeju,ceuuwiie21,kasian yg lagi jualan
zi,hifzili,prediksi owner kopi: wah pasti massa demo bakalan haus nih kesempatan.. yukk gass keluar team kopi ku...
enoknur8,enoknur8,"Penglihatan saya akan banyak darah
lindungilah ya Allah 😌😢😢"
meymey🇲🇨,memeylamtio,"Ya Tuhan smg pendemo dilindungi Tuhan YME, amin💗"
GM.Store88,sendusen_,yg jualan intel semua 🤣
Rin,rini.aulia382,"demo udh kyk rekreasi wkwkw. kirain kali ini bakal beda, ternyata sama aja. katanya mau ada perubahan tapi kok rakyatnya sendiri ga mau berubah"
adeetriani,adeetriani,yallah kasian
kita,a_tiq.toq,semoga selalu dilindungi Alloh SWT aamiin
RONNY,antarjemputbandara,katanya pintu boleh terbuka lebar
Nindutskuy,nindut_skuy,kasihan sih pedagang mau nyari rezeki padahal
dlannnn,walalwee06,day 1 jualan pas lagi demo
Ida farida,idafarida17862,"ya..Allah kasihannya rakyat kecil yg lg mengais rezeki , semoga selamat semua yg sdng berjuang"
Marisol,marisolgabana,kasian yg jualan ...
🇮🇩ketua 好極了🇮🇩🇮🇩,linaazter22,Oalah pak pak orang lagi berjuang malah jualan disitu pergi kenapa cari tempat. yang jauh dari tempat orang demo
bezozopi,bezozopi,dimanah ya prabowo
hide81,yoshi.hide,Tukang Cilok itu Anggota 😁
Luculah,fadlimhd0291,"semoga para pedagang di lindungi dan lebih berhati²dalam berjualan
para peserta demo semoga demo nya damai"
Prety Suzan Andiany,prety.suzan.andian,Astagfirullah 🥺🥺🥺
YESSI,yessi82473,"perang lawan negara lain (x)
perang lawan rakyat sendiri (✓)"
Diniesembilanlapan,diniesembilanlapa,kasian yg jualannya 😭
ilhamimgudie,inspire_memories_,"pakailah safety kaya helm jaket dan sepatu , sayangi organ tubuh tu jangan hanya karna aspirasi jadi celaka"
🅰️zril,azriiillllll,katanya pintu di buka lebar
ReskaFitri,reskafitri,harusnya ada yg bawa sound horeg sih..biar kuping mereka bisa dengar suara rakyat
Wahyuni Novita,nnvvvta,astaghfirullah alazim. mau ngakak apa sedih yaa🥺
Adriian,andyy_adrian,pantes gw break krja tadi siang nyari haus keliling pada gak lewat ternyata ngumpul di sini😏
gs,gstwn21,"day 1 ngeprenk orang
day 2 ngeprank orang
day 3 ngeprank orang... selengkapnya"
BangBara🥏,ephooy1,hampir aja gerobak ditiinggal saking takutnya😫
Rangkas Detailers,gorillazrangkasbitung,pov pedagang: wah cuan Nih ada yg demo Jualan Ah siapatau cepet abis hehehe
safana suganda,sugandasafana,ya Allah lindungilah saudra2 yank lagi memperjuakan rakyat NK ya.. Allah bersm kalian
Boru toba,dya_17.0,fokus sama yg jualan ya Tuhan mereka orang kecil yg di perjuangkan para pendemo juga gimana hati nurani mu hai para pejabat kami orang kecil susah cari uang
semutkseleo,unexpectation4u,blm sampai batas waktu ko sudah dipaksa bubar? Indonesia makin parah ini
S sumedya,sumiati.sumedya,Anggota DPR nya nonton TV dirumah sambil ngopi.
.,megaverha,😭😭😭😭 yg jualan jgn dipusat kericuhan.....agak jauhan dikit napa😭
Vicky Yz,vickyyudhas,lagu lama pasti stiap demo masa di benturkan sama aparat
@∆PYL267😎,aprilia76801,astaghfirullah
doni hartono,doni.hartono8,"semoga saudaraku para pendemo selalu dalam lindungan ALLAH.....🤲
1998 HARUS KITA ULANGI........💪"
phinkylee35,evidisa,Nggk apa2 demo asal jangan sampai merusak fasilitas umum🙏
wokers99,wokers99,kata s puan pintu DPR Terbuka nyatanyaaaa ?
