author,author_id,comment
Rini/ rara,turinirini61,y alloh......lindungilah para pendemo kshn.....mereka membela rakyat kecil🤲🤲🤲😭
4nd1,andiii3213,manusia takut manusia
momy arkhan,asryanti15,aku ko sedih ya ngeliat nya🥲🥲
sitisholikah468,sitisholikah468,udah tau ada demo malah jualan 😭😭
afterstorm_,yourshitjpg,pasti ada yg jualan dah klo demo
RL Chaniago,rahmichaniago2,YA ALLAH LINDUNGI MEREKA SEMUA YANG SEDANG DEMO DAN PENJUAL MAKANAN DAN MINUMAN INI 😭💜💙
Mett,medt.u,"Ya Allah gini aja aku ngakak 😭😭😭
indonesia penuh keunikan 😭"
ign seda,ign.seda,DPR harus turun gaji dan tunjangan
fuadevo19,fuadevo19,yang bilang ngapain jualan di situ kalian ngga ngerasain susahnya cari duit
Kim Tan,uudmeef90,Demo core😭
⌕ kang-B,kang.b50,orang yg jualan tahu bulat tadi pas demo lagi memanas siapa??😭
Arifincomenk,arifincomenk,jngn jualan di saat demo
AA online shop ❤️,yasminalina05,kopi jago ngapain kabur kan jago
Apriel,apriel__005,semoga keadaan cepat mebaik dan menemukan jalan terang Utuk kita seluruh rakyat indonesia💪🙏
anyulpha3,anyulpha3,bos👍👍👍👍
Ersand_24,ersand_333,nahhh ini demo apa jalan sehat!!!! kalau emang niat demo dari rakyat gak ada itu orang jualan!!!
Agus sunandar170870,agussunadar170870,kenapa selalu di benturkan dengan aparat.
💥INTAN💥,cahaya50364,ya Allah smg demo nya secepatnya mendapatkan jawaban dari pemerintah pajak yg di bebankan masyarakat di bebas kn ya Allah Aamiin 🤲🤲🤲🤲🤲🤲
Bluemoon,blue23_moon,Baru ini demo yg gw dukung
TIOSFER,tiosfer_top,Udah biasa bukan ?? maksudnya kapan hari aja ada yang tembakan dll masih jualan
Mcsyht(syahrul),mcsyht,kayak gunung meletus aja😂
Suswanti PH,suswanti.ph,@ayok para nitizen doakan semua pejuang pelajar mahasiswa dan pejuang ekonomi rumah tangga alias pedagang kecil kecil ini agar tetap selamat sehat kuatvpanjang usia beruntung sukses bahagia berkah barokah rido alloh swt aamiin .
Juraganbaru@sptutrif,rengganis0850,"besok kalau demo wajib pakai helm ,😁"
riza nuradin,rizanuradin,mau kasihan tapi dah tau ada yang demo mala di situ 😭
Nengria,ria.injilia,apa pun itu kang cilok dulu 😂😂
akuzee,zeebbw,ud tau demo malah mangkal org mah ntrn bang pada mangkalnya kl udah kelar
Kh@,k_rahmi,kalau masyarakt dsna tlg sediakn mnum grtis😭😭 kasian yg demo
irmaichi,irmaichi,"bedanya dlu klu demo fokus sm tujuan, klu skr sebagian fokus sebagian sibuk apa hp😌"
inilah waktunya,buatlahhatimutersenyum,kalo demo pasti laris jualannya
mobile legend09999,mobile.legend09999,stay safe
lupa nama,william_fedrick_jhon.jrp,rakyat tuh maunya duit jir bukan keadilan percaya Napa sama gw
GULID,afaninst,"santai aje BG, jgn takut.."
tn.bintang,62827363729292928283n,aman bang udah diamanin
Samsudin Doank,samsudin.doank,polisinya dibayar sama koriptor
De'erie🧕.✨,ernawatieri18,ya allah itu rakyat mu wahai pemerintah Lihatlah mreka ada yg sedang cari nafkah
PhinixStar,phinix_star.6878,itu kameranya kayak kamera tahun 90an
septaNR,septanurrachmalia14,katanya pintu terbuka lebar????
Neyzha,neyzha43,di kira dangdutan kali ..yawlohhhh
YATI S,yatisetiati49,Ya Allah lindungi mereka ya Robb 🤲🤲🤲
Afi,afi00025,"Aku hanya berdoa ,ya Allah semoga maha siswa baik2 saja ,sehat,ngga ada yg pingsan,pd cukup makan,berhasil yg di inginkan."
@Riana82,riana82168,"lagian penjual g menghargai demo bnget,bener cri rezeki tapi hrus tau situasi keramian nya kya apa,bukan lagi acara dangdutan🤦"
Ari dinata〽️,ardinata2023,yaaa itu kan lagi demo bukan lagi ada acara kondangan
Lễ,phanhnglm001,Mỗi giọt mồ hôi hôm nay là nụ cười ngày mai.
Abhan_R.A,abhan_r.a,Di pati kemarin polisi dipukul mundur.
anak bontot,wwwn7233,dah tau demo jualan bok agak jauh dr tempat PD demi
mentari senja,ariaty_ria_2,"tetap semangat
semoga Allah melindungi mu"
lokalan Purbalingga,ipankxf,anjir malah ngakak gua😂
Mama Jaja,mama.jaja648,kupi kuliling kesukaanku🥰
ekaa,ekaaasltyn,kasihan🥺
Naya Naura,naya.naura92,"polisi knapa harus ada gas air mata mereka demo hanya mnta keadilan,dimna pihakmu polisi"
SINGONEGORO.ID,singonegoroid,"😁 Demo masih sempet"" nya jualan"
Miss KARIN,missmilioner_84,jaga keselamatan
Yayah,azqisha24,"Demo nya kurang byk,, mahasiswa pd kmn itu?"
Agie_tt,agietleo,"isunya rame,pas hari H mana masana.??"
Abdul Sahal,barel_cuy,ini demo banyak yg dagang 👍👍
Iis AfiQa,iis.afiqa,DPR kena demo 😁😁😁😁👍👍👍👍👏👏
mengikuti anda,mengikutianda734,ya Allah lindungi mahasiswa yang demo Aamiiin 🤲
imas,imas17479,"Ya Alloh lindungi mereka dari segala mara bahaya, kuatkan mereka jagalah mereka berikan kekuatan dan keselamatannya. Aamiin 🤲"
anakpendiam07,anakpendiam075,"waktu Demo saya nemu dompet di tempat orang Demo,lalu kubuka dompetnya Alhamdulillah isi nya 5 jt, dan di dalam dompet juga ada ktp pemilik nya, saya bingung dan ragu mau di anterin sayang isi nya 5 jt,klo ngga di balikin kasian yg punya Dompet, takut KTP nya mau di pake, tau sendiri ngurus ktp di negri konoha ribet kalo nggak ada orang dalem, pokoknya UUD, akhirnya saya anterin dompet dan isi nya ke alamat rumah, pas saya nyampe rumah pemilik nya jutek banget, pas saya bilang menemukan Dompetnya sopan banget dia, langsung saya di suruh masuk ke rumah nya, di buat kan kopi dan di sandingkan kue, pas sudah 30 menit ngobrol saya pun pamit,dan saya bilang,ibu coba uangnya di hitung kembali, lalu ibu itu menghitung nya, dan Alhamdulillah uangnya pas 5 juta, terus saya pun pamit dan tangan saya di tarik sama ibu itu, saya kira ada apa, nggak tau nya uangnya 5 jt mau di kasih saya semua,emang kalo sudah rezeki nggak kemana,katanya yang penting KTP balik sudah bersyukur banget,saya pun seneng banget, pas saya pergi sudah keluar pagar ada yang panggil panggil saya,.
pah..pah..bangun pah... sudah pagi takut berangkat kerja nya kesiangan anak sekolah sudah pada masuk takut macet, saya pun terbangun dan bengong, uwala...ternyata mimpi🤭"
Reni Agustiawan,reni.agustiawan3,tangkap jokowi
Indah Pamuji,indah.pamuji5,smga berkah😏
BangTomp ✅️,stomper38,
Mangkok bre3n,asep.karo.kenari,
orang bijak,username12308469,sudah tau ada demo ngapain coba jualan
rasyaa,rasyahramadhannn,"udah tau demo, malah jualan di situ 🤣🤣
mau cari nama atau mau cari keadilan?? 🤣🤣"
ana,uswatun.hasanahs,"Demo❌️.
Bazar makanan ✔️😁"
grilss🌷,jusmiatii1,udah rame ga
TRIYONO,triyono0429,bila brimob menembak kan gas air mata berarti nantang masyarakat dan mahasiswa
Nani Gunawan,nani.gunawan45,
febie,sitafebbiani,itu ada mimin @infojakarta30 wkwkwk ikut lari
🫧,blairwldrft,@rubyjane @💋 @Vina🌸 @grace here @Venz
Deddd,deddd925,😏😏😏
oktaaaaaa040,oktaaaaaa040,@Nina.
منير ودعلي دوبه,user1473018607065,🥰🥰🥰
Siska gembuelpensiun,siskamyriaj1,😳
Rutdrs🌷🇮🇩,naomidrs05,🤣🤣🤣
deslannn,girlsagie,😢
Darwin M,darwin.m55,🥰🥰🥰
CSW TEDDY 1902,cswteddy_1902,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
YCHA,ycha573,😭😭😭
Haikal Idr,haikal.idr,😁😁😁
Jol Juli 07,joljuli,🔥🔥🔥
TonnyMawardi,tonnymawardi,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
..,veve.clo,😳😳😳
rikaa,rikaaa413,🤲
rikaa,rikaaa413,🤲🤲🤲🤲🤲
M.S_Tm,m.s_tm,😳😳😳
D. Silaen,d..silaen,🥰
Belajar Catur,belajarcatur100,😖😖😖
lynlyn,hermessatoru,😁
Uwaiz,maribet247,😂
surani,user5804554181190,😁
yaniii,yaniii6213,🥰
Rostam Ailan,rostam.ailan,😝😝😝
hdhdj,jk123i1,kalo pake kaca mata renang bisa kena gas airmata ngk yah? pliss jawab yg tahu 🙏🙏🙏
U S E R || N A M E,username909998,mau demo apa mau cari makan gratis🤣🤣🤣
airin,airin2118,hrs nya polisi berpihak kpda kita rakyat 😥
𓏵 𝒥𝒪𝒦𝒪 ᦓꪖᜣꪊꪻ᥅ꪮ♡ 𓂺,yesid._67,"jangan begitu sodara "".karena menurut saya pahlawan sebenarnya adalah anggota DPR yg bekerja siang malam demi rakyat karena mereka mewakili hati rakyat sudah sepantasnya gaji mereka dinaikkan pemerintah jadi kita harus ikhlas,,,..🙏"
Ayu Salma,ayu.bahweres,"Ini vidio lama,vidio kerusuhan bulan agustus lalu...sengaja ditayang ulang oleh para Termul utk memanas manasi situasi mengingat esok 30/9 termul akan turun berunjuk rasa. JANGAN TERPROVOKASI GAES."
hilla_027,ini_hilaxa027,ws ero demo glk penyakit ko😭
MamaAnak3,st.fitria85,klo DEMO ini ga Berhasil JANJILAH para RAKYAT INDONESIA 2029 Rame² COBLOS semua DPR JANGAN ADA yg GOLPUT
Rani,rahmayani739,koo bisa mereka gapada malu di demo? dikira demo cuman iseng.?
dziii,rekamposting1,"jangankan demo, ada bom aja mereka ttp jualan di deket situ"
tek'don,tek_donn,semoga ada hasilnya ?
lane,lanelane_,"mundur dulu, nanti maju 2 kali lipat .. semangattttt 👍👍👍👍"
BUM,bumijaga,:PARTAI COKLAR MENANG LAGI. 😀😀😀😀😀😀😀
💫💫F4154L💫💫,almusaqi,"Lihat Pak(Presiden) Rakyat dalam keadaan gaduh saja berusaha mencari Rizki tuk anak-anak mereka✍️mereka TDK memikirkan Sebab akibat,yg penting keluarga bisa makan✍️Bukan mereka bodoh,,
tetapi Kebutuhan✍️Sekarang dimna Penghuni gedung itu,? Mereka mungkin sdg Duduk manis dgn gelas kopinya,!!"
Piru chan,pirman_993,Lari upin lariiiii…
Faris Hilton,aliance48,Itu tank rakyat 🗿😂
jeanhartono4,jeanhartono4,"Jangankan demo ya mereka jualan, lah dulu ada bom Sarinah aja malah pada merapat dagang disitu sedangkan gua kerja di area Sarinah aja gak berani keluar gedung cuma berani liat dari kaca gedung lantai atas"
￶,lillyofthefalleynei,di indonesia kalo kiamat pasti masti masih sempat ngopi dan jualan di tempat ramean😭
👸m o y🧕e m o y👸,iniem_moy,"tau kn sapa yg suka bikin rusuh pendemo, ya anak2 Pramuka itu,, pendemo yg di slh in..."
masjaws,mamasarif17,"KATANYA SIH KEMARIN ADA YANG BILANG PINTU TERLALU TERBUKA DAN ADA YANG BILANG JUGA YANG KATANYA CRAZY"" ITU TIDAK TKT DENGAN PARA MENTAL ORANG BODOH TAPI KOK INI DITUTUP RAPAT SAMA SILOP🤣🤣🤣"
nday🥰,user2757705838302,kenapa si ya harus ad gas air mata ya allah... 🥺
dimanaaaa,tyrg_2,"kita cape cape tikus itu di ruangan kedap suara , ber AC jauh dri massa , gimn bisa dngarr , mudahkan lah kmi tuhann azab penguasaa zholim kmi"
sudarnac,sudarnac,Yang jualan juga nekat 😫😫😫
erna,erna68487,percuma 😭😭😭😭😭sia sia
zaraaaaaaaaaaa,zarayaya75,"Aku pulang duluan, udah ga sanggup aku gas air mata nya,kaki aku keseleo juga kalian hati² semangat yang masih demo💖💖"
masshayyy,kadalarab002,🙋🏻‍♂️: Lek tumbas lek
Waktu Sinulingga,waktu.sinulingga,Jagan keras pak polisi buka raja kantor dprri suruh perwakilan mahasiwa masuk
ibrohim,ibbrohim03,habisnya keterlaluan penjara aja
YOMI,mama_naomi_1,fufufafa ajak debat donk
Sahid_Sanjay,sahid_sanjay,pasti di siarin lah.. lg 98 aja di siarin 😂😂😂
Sahid_Sanjay,sahid_sanjay,skrg kbnyakan vidio ai 😂😂😂😂
dayanariswari,dianasuwarni,di TV takut...menyiarkan sperti itu😁😁
mizumi store,ummumizumi03,dikira mungkin klo udh capek teriak² mau ngopi dlu ka
user713549373310,user713549373310,demo sambil ngopi makan batagor 😭🤣
nengkitty52,nengkitty52,Boro2 mau beli yg ada pada emosi jiwa
pipah,piiippp.a,"aku kalo ikut demo pasti bingung, mau ikut orasi apa streetfoodan dulu😭"
Rizzz,alfarizirmdhn,yaa untungnya laku ruginya ya gitu wkwk
nuryani,nuryani_1708,laiya mestinya agak menjauh
sri mulyani,srmlyniaif_,gaji dpr mpr upah minimun
angelin Taurus ♉,angelinputri23,segera
adisya putri,adisyaputri89,"masalahnya yg nyabut sapa..
wong yg bikin peraturan dia
suara kita mana didenger"
yourprincee,yourprincee_23,"ngumpet lah, orang pintu dpn ny d beton😂😂"
Askebenaya🤸‍♀️,virlypink,ga sesuai dgn perkataan brrti ya bg..g bisa dipercaya omongannya🤭
sitimuzayanah1967,sitimuzayanah1967,itu yg ngomong anaknya mak banteng si puan maharani
Sayyib,rsayyib,ia bener mana dia?
marya marya,maryacom7,ya itu perempuan yg td dpt penghargaan dr presiden si wowo parah ga bela rkytat ini mh kemerdekaan buat kaum elit
Lenny Elprida Lumban,lennyelpridalumbansiant0,"kunti tu bang,,,siang ngumpet"
sleony_,sleony_,yg ngomong malah lagi dikasih penghargaan bang sama pak presiden😂
ida leo rita,idaleo60,"ngomong bisa dia y...
belum tentu dia ikut demo yg ada dia bobo manis x... 😁😁😁"
Messi Rocky Irama357🇮🇩❤️🇵🇸,messirockyirama357,ya Ndak tau kok nanya saya 😂😅😆😁😄
aam,suwahyuniyati,"cari gh orang nya sampe ketemu,"
Prabu Aling,prabu.aling,kata kata hanya pemanis!!!!?
Asnia,asnia060,ghoib 😆😆😆
Sofia Limasto,sofialimasto,iyaa... maksudnya datang utk disemprot
mitha81,mitha81790,aku bang
RIA RieRy🌹🌹🌹,riariery_pqr_,ouw iya maaf ka🤗
Askebenaya🤸‍♀️,virlypink,aku cewe ka 🙇‍♀️
RIA RieRy🌹🌹🌹,riariery_pqr_,lg makan baso bang.. hade goreng ge ku baso🤦🏻‍♀️
ecaa saja,rusnaa05,maksud nya buat perwakilan 4 atau 5 orang bang..laah ini yang dtg seluruh indonesia pasti mereka takut bangett..
Yocke Natalia Roebert,yockedean68,takut dia😆😆😆😆😆
rhosff,pecintadrakorcin92,lagi ngumpet diberangkasnya😅
si cantik rere,sicantik_rere12,dr jauh hari udh di umumkan tgl 25 libur masal di dpr
uni🤍🤍,uni539,lg menerima penghargaan dia mana sempet buka pintu😭😭
DV,darna.eva,nek lampir
Enny Ayang,enny939,Puan y
Askebenaya🤸‍♀️,virlypink,nah ini bener banget si😂
Wulan Sari,wulansar78,"tikus kalo liat keramaian takut, pasti ngumpet"
Askebenaya🤸‍♀️,virlypink,"iya kan kak,makin lama makin nyiksain rakyat..kelaparan,kemiskinan,pengangguran..sementara mereka makin kaya..miris"
pecel ayam putri,likaputrialtan,lol
pak pir,pakpir143,lucu tenan yohanes kii
Eko W,ekoadalagi1,.matamu
O'Connell,billieeilishjowo,Gk bisa karna angin gk punya ktp🗿
🕷️,epepburik858,mansudnya angin bisa dtng dri mana aja kapan aja kocak gitu aja ga ngerti
Chimyyy,chimyyy3,Presiden Zimbabwe 🤣🤣
Irwan Suhendra,irwan.suhendra03,Presiden lagi sibuk ngasih penghargaan untuk puan sama santek² nya.Parah
Griya. K,griya_kazema,ini bukan tentang prabowo. Tapi ini tentang pejabatnya. Cerdaslah dikit
nanadaime,nanadaime9836,bismillah komisaris pt
vie,vie_andiana,dungu
therealsza23,alvierotheoneandonly,Bener bang 🙏🏻
soksks,heebim06,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩
aamamalias12,aamamalias12,Blum sperode juga dah rame kacau ganti wowo
zahraa yulia,zahraa_yulia,nggak nyambung
Inspirasi Menu Hemat,inspirasi.menu.hemat,"prabowonya gapapa 2 periode,tp DPRnya mitamit.kalo bs dibubarin aja tuh DPR"
𝐙𝐞🧡🧀,amzblb,D0ng0000
arsyad,aaucokkk,keluar aja gamau apalagi diskusi
bunga mawar 🌹🌹🌹🌹ورد,mawar767229463,iya rumah nya seperti istana di desaku
Elank Bara,elank.bara,Kau ada dimana-mana komen
Chik,go.idmalay,"DPR di seluruh lampung jadi kaya, dan rakyat tidak ada kerjaan nya, pas waktu calon aja dia nghhol"
Chik,go.idmalay,ya kk termasuk semua lampung gitu semua
bunga mawar 🌹🌹🌹🌹ورد,mawar767229463,iya saya dari Lampung juga jadi DPR tinggal di desa rumah nya seperti istana besar
sari_gemini,hanabihayabusa12,"kenapa banyak bet bazzer si, bayarannya emg berapa si?"
Chik,go.idmalay,"btul kk kalau yg kerja di kantor DPR rata² rumah nya bagus semua , kk di lampung juga kah?"
kartelaan,kartelaan,preeet
DEVIL 😈,martinhutabarat98,🥀
user4876761359458,user4876761359458,Hemmmm.....solusi yg mana
DEVIL 😈,martinhutabarat98,😞
DEVIL 😈,martinhutabarat98,🙄
Slazzz,meet_slam,iya sambil scroll tiktok...😂🤣
Noita💕,noitanainggolan_17,parah banget sekarang pemerintahan
Me'eNG,meeng2561,"bisa jd, ktnya ego, yg pnting aman, duduk manis"
coco,coco32060,"klo klg ada yg khawatir, ditenangin ""ga lama juga nanti capek, reda sendiri sampai akhirnya damai lagi"" 💅🏻"
Shopping Day,shoppingdaytime,Medsos menkeu ini jg. Pajak naik terus semenjak jadi mentri & gak peduli sejahteraan rakyat
ᴬʰᵐᵃᵈ,ahmadwpr,Dari dulu anda juga tak perna bayar pajak kan😂
Putra Samarinda,babbsj.jsjsjjs,setuju
nopimelia,novimelia_,kalo masih ada dpr sama aja
Putra Samarinda,babbsj.jsjsjjs,mungkin lebih parah😂😂
Edi suharno,feriawanabdullah7,karena yg demo pendukung Anis
R👑,scorpio5716,Laiya ga tau tempat 🤣
Rosda Arifin,rosdaarifin2,🤣
vava ran,vava.sha,"tau tempat lah, mereka kan pasti haus , ya lumayan nambah tenang Loh"
R👑,scorpio5716,"tp kasian loh ka😭
klo tiba² lari dilempari batu trs ada gas air mata kan jd berlarian ga ad yg bayar"
Chibi maruko chan,yani_royani05,"ksmpatan jual minuman dingin, akupun ku rasa2 mau join. 😭"
R👑,scorpio5716,rame kali ya🤣
Tom And Jery🇲🇨🇲🇾🌷🌹,cindyhusain2islam,Minuman dingin.. Datangnya Gas Air mata 😢😢
tata syang,tatasantyka12,w kalau di sana rencana mo ikut jualan nasi kucing kak🤗
hagekakui,hagekakui1,"wah boleh tuh kak, gw bag nyewain tiker deh ... 😁😁"
hi,hi.rasya,"jangan hanya lihat ""kesempatannya"" kak, tapi dianalisis juga risikonya, kayak kena gas air mata, kerusuhan, gerobaknya nanti pecah, dll."
R👑,scorpio5716,semoga ga ada korban jiwa amiin
BangNurat,bangnurat76,Lah kmaren yg di sarinah polisi lagi tembak2 sama teroris malah ada yg jualan 😂 padahal suara senjata dan ratusan kali meletus masih asik jualan😩
Mayyyy🌸,mayang.ggs,anjir ngakak bgtt😭😭
Butterschoooootchh,greent3alatte__,Dari semua buzzer gue bisa yakin lo bukan buzzer wkwkwkw
bella,belbiya,Astagfirullah😭😭😭
Cesaaa,my_sydeto,@bella 😭
ecaaa,ecaaally_,WKWKWKKW ANJJJ
linalana887,linalana887,🤣🤣🤣🤣😆😆😆
^^,virgogirll090,HAHAHAHAHAHHA😭😭
Leny,jayyyyy215,kan bisa pke ilmu 😭
𝓟𝓻𝓲𝓼𝓬𝓲𝓵𝓵𝓪,shillaolyviaa,@Leny 😭😭
Erlin Febri,erlin.febri,ayam jago pun kabur bang ada gas air mata 😭😭😭
vicisyra’s 🇬🇧🎸,zavicis,😭
sagiaaarti_,sagiaaarti_,😭😭😭😭
