author,author_id,comment
Purple,purplekalei,"ditolak alus dianggep malu2 kucing minta diperjuangin yg ditolak makin ngejer.
ditolak teges (teges ya bukan kasar) tersungging. yak lagi2 korban yg disalahin."
S,she_bunda,serba salah lahir jadi perempuan
Pompompom,pomeigranate,"Pernah denger kalimat 'laki-laki bisa cerita seberapa gila tingkah mantan pacar perempuan, tapi perempuan ga pernah bisa cerita seberapa gila tingkah mantan pacar laki lakinya, karena mereka udah koit duluan'
Femisida ini segera harus ditindak, karena laki2 ego pendek gini makin banyakn😭"
황자님,hyunjinwangjanim,pentingnya ajarin anak cowok no means no.
✨winterwhite✨,itssambby.xo,"Gaungkan, kak.. 😭🙏"
blueandgrey,onetwothreefouryou,gak deket laki2 adalah solusi terbaik
Setraline,semicolon110103,"ga heran angka kelahiran cewek nurin kan, mungkin pas si sperma lomba ladi di tendang sama sperma yang jenis kelamin cowok"
ׅ ׄׄׄׄׄׄ𝓨𝗎𝗄¡-𝐙𝓞𝓊 ☂,wh0sx_.yuki1,😔
VideYdvi,videydvi,Pernah nolak malah di kata2in di sumpahin yg jelek2. Buset
N,healinginblue,"""kata2 pas nolaknya bikin tersinggung kali""
Mau korban menyinggung atau enggak kan harusnya gak sampe ada kematian. Mau gimana pun bunuh orang itu gak boleh😭 itu nyawa manusia loh. Padahal kalo emg tersinggung & mau membalas, ya balas aja dengan ucapan, hina balik aja."
lovelyara,lovely_ara_keira,heran ada laki2 berpikiran gitu. kalo cwenya nolak berarti gak suka dan gak ada niat buat manfaatin krn di luar sana bnyk yg nerima cinta krn morotin duitnya si cwo. harusnya bersyukur tuh cwo bukannnya kalap gitu 😑
aquarius ♒,ily_jakeshim,"boys are really can't understand what is ""no"""
Anna 💗 Phonics,piscesguardianangel1,"jadi satu""nya cara buat dia mundur teratur sebelum dia confess, karena ada beberapa laki"" yg ego nya tinggi & menganggap penolakan adalah penghinaan, mo seberapa halus si wanita menolaknya.
Serta jangan melakukan hal"" yg menurut mereka itu spt ngasih harapan tapi menurut kita itu dilakukan krn merasa ga enakkan. Harus kasih batasan yg jelas, supaya mereka ngerti, klo kita ga suka sama laki"" tsb. Klo perlu lakukan Hal"" yg ngebuat dia illfeel ama kita, toh kita jg ga suka ama dia, malu dikit ga pa pa lah, asal aman.🤔"
Cherr,louisa_cherry07,kyknya jadi jelek bukan hal buruk 😭🙏
Pasific putri Borneo🚢🇲🇨,yotokhanbanjarmas,ini beneran apa ijasah Jokowi
"😘 M4Y4 ,, 😘🥰",m4y4s4ri77gimelcom1,itu beneran kebakaran
eyang,user614885267745,jalan tol itu uang rakyat bukan uang jokowi
UMMY TARWIYAH,umitarwiyah998umitarwiya,sehat selalu pak Jokowi semoga Alloh sll melindungi bapak dan bapak sll dikelilingi orang2 ygbaik dijauhkan dari para penyakit' hati
Toko Baju Hegar,ngecosacuk,ini asli apa palsu coba tanya ke pa roy
Halimah,user859454801,apa iya ini beneran ky agak sulit buat percaya kl ini beneran kebakaran
akaz,zaka6679,"YA ALLAH JAUH KAN LAH KEBAKARAN DI GEDUNG DPR YG BESAR INI,KRN GEDUNG INI DI BANGUN DR HASIL PAJAK YANG RAKYAT. KOBARKAN LAH API YG SANGAT BESAR PADA PENGHUNI PENGHUNI NYA GEDUNG INI. KRN MEREKA DPR KERJA NYA PERAMPOK, PENCURI UANG KITA RAKYAT INDONESIA. AMIN AMIN AMIN YA ROBBAL 'ALAMIN. ALFATIHAH....."
WPN08,wahyupurnamanursery0,jgn percaya kalo blm ada di TV one 😁😂😂
Sanjaya frienship,jay__friend,"yang jelas gedung DPR aman,tenang saja jangan panik"
dahlia.aswini,jessi.agathaa,ramalan hard gumay itu
gunawan,caweng77,aplikasi al
Reno Renaldi569,renrenaldi,ai ini mah suka ningsih
Oni Ramdani,oni_ramdani,"klwpun ini editan gw suka liatnya😂
apalgi klw rael dan pas lagi ada rapat paripurna gw yakin rakyat pasti bersuka cita😂"
ayakreen,ayakreen,Anak2 abah semua Intelektual akal sehat dan bermoemral. tdk makan uang pencuri dan semua rata2 punya Ijazah Asli.
adlanismail283,adlanismail283,itu menggambarkan indonesia tak butuh DPR
CAH PUDAK,kadnen5,kriditan pasti anak abah
Atuk F,atukf.r,editan ini mah...jkw msh yg terbaik sedunia
Pak Deni,pak.deni53,"PERTANDA. INDONESIA. MASA DEPAN. TIDAK MEMBUTUHKAN. PREMANISME ATAU. DPRD, DPR/ MPR. RI"
mokhammadyusron,mokhammadyusron,Gibran pahlawan Nasional
gery,gery23079,iya itu bener kereta terguling ke sunge
Bambang priyanto,bambangpriyanto67,wah itu kereta garut makanya nungseb kesunge .hebat garut 😁😁3
Sri,sri04096,"baru liat kereta
masa jembatan nya dr kayu semuanya"
mama dimas,santy2581,masa jalanan kereta rapuh
BABE. MALANG,babe..nanang,bukan nya ini kereta api luar negri
hermawan,rehanalandraputra2,masa jembatan nya kayu..law tuk kereta besi lah
abahheri,ambahrawa,saya orang garut g ada kereta jatuh
ineagust,ineagust,"astaghfirullahaladziim semoga penumpang kereta api bisa terselamatkan semua berikan sehat selalu,panjang umur,kuat💪hadapi semua dipermudahkan Aamiin"
ratubungamasruroh bostv,user1248760092427,maaf ka kereta terguling bulan apa ka hari apa ka.
Yie Muniar,muniarsihcsp,"Inilah produk AI yang bikinkhawatir orang"". Saya org Grt gk ada kabar ada kereta terguling"
Gading Satu  . gmail com1737,gadingsatu,wah kereta terguling
Niwrad Winrad,niwrad.winrad,keretanya bukan kereta negara kita itumah kereta siluman di negri dongeng
kulsum Kulsum,kulsum.kulsum927,itu bukan ini mah EDITAN gerbong kereta AMRIK trus di EDIT
jannisumarjanni,jannisumarjanni,mana ada kereta api jembatannya pendek begitu
madam edward,madam.edward,ehh ini kereta amerika mana ada di indonesia lagian ini juga AI gerbong nya juga beda
alismegawati,alismegawati,saya di Garut . gak ada kereta yng terguling ada ada saja
entinkartini4203,entinkartini4203,iyaasa jembatan keretajembatanya bambu rapuh
mamah yanah,mamahyanah151,"masa sih kereta asli
itu mah editan asli nya"
mutiaradelima51,mutiaradelima51,itu editan .. emang jembatan kereta terbuat dari bambu ..
Mak nanda,ibu.nanda2,mana ada jembatan kereta dari kayu 😁😁
DENI PETUALANG,skarleton,"tali tambang kali yang putus ,tali seling tuh yang ngebentang"
Fan Kaberngin,matayo_ndue2,perasaan dri kmarin wakil Bupati Aceh Mulu ya 😂😂😂
PANGKAS RAMBUT SONI,sonyb353,aceh harus merdeka ..di pimpin raja anis dan ratu tifa amin amin 🥰
Urang,urang5571,bupati aceh mlu dr kmrn
Ruezz,ruezz4,ada dua tipe manusia.
King,king007farm,Ekspresi beliau saat tali seling putus:
pann,malipirpannurdin,malaikat:
ensikloporia,ensiklop,"pentingnya orang berilmu, arsitek, teknik mesin,kimia, akunting, untuk memajukan kotamu."
Syah?,primescypu,coba pikirin kalo tidak baca bismillah
rafzz!! ¹¹¹,raffff094,"baca bismillah putus satu, kalo baca lengkap ""bissmillah Hirrohman nirrohim putus ga ya"""
Harismartin20,haris12har,dosanya terlalu berat makanya putus
BeaTzy,innosaragih,bupati sendiri sendiri jadi kelinci percobaan bah
YOHANES PEJABAT AMANAH,yohanesbaikkkkkk,Harusny satu2 jangan sekaligus diangkut
Risa Ameliya,baksoenak371,Ga abis pikir sama yg hujat
Bayern fans,user29350458497425,tali pun GK sudi
𝙈𝘼𝙎 𝘼𝙈𝘽𝘼🤭,cahlanang782, [sticker]
Yassey 💙,elpeu,pasti jantung beliau berhenti sejenak😭
𝘼𝙠𝙗𝙖𝙧𝙧𝙚𝙣𝙯𝙮𝙮✮,akbarrenzyy,Yang berat motornya njir🗿
Sailor Mars,reiiihinooo,tandain minnn @partaigerindra
Nick,nickjnth,minimal baca sejarah 😝
Relaxa🍬,fck.acab.1312,yahhh cepu
purpleice,usernamepurpl,#soehartobukanpahlawan
