author,author_id,comment
mellkyy🩷,melting_18,temann? apa lawan? kenapa tembak gas air mata ke rakyat
icalsingayu🗿,sal_liy,"menurut gw itu musuh, masa iya polisi main pukul? di vt atas ada polisi yg mukulin demo"
your_wifee🤍,priliaapril04keduaa,kesiaannn tp kesian juga yg di lemparin gas air mata yg di semprot water canon smpe teguling'
jawagirll_,jawagirll_,"be nice guys sebetulnya aparat senang kalian demo karena mewakilkan suara hati rakyat yg dmn mereka tida bisa menyuarakan suara itu karena terhalang tugas, bekerja sama saling bantu ya teman’ kalian terus menyuarakan dan mereka membantu mengamankan jangan ada provokasi antara rakyat dan aparat keamanan fokus pada tujuan demo ya teman’🙏🏻"
Apelu,halokak0101,"lu tw yang di pingin rakyat apa?, terus polisi nge halangin bukannya jadi penghubung antara dpr sama rakyat. ini malah ngelindungin DPR jadi wajar dong rakyat anarkis bukan nyelesain masalah disini POLISI hanya menjadi PROVOKATOR rakyat yang ingin mengaspirasikan tuntuttannya kepada DPR."
almahyra.ayra00,almahyra.ayra0,gasken fokus turet sitikus
Lionyariska,lionyqueenarich,"KALAU DIKASIH JALAN BUAT MASUK TIDAK AKAN MENJADI MUSUH RAKYAT, PAHAM!
JGN MENGHALANGI SEOLAH TUGAS DR SIAPA KALAU BUKAN TIKUS!
ENDINGNYA JUGA PAKAI BARAKUDA LALU SIRAM GAS AIR MATA!!! ITU YG NAMANYA BERPIHAK RAKYAT. JGN BILANG RAKYAT JIKA SERAGAM KALIAN MEMILIH MELINDUNGI TIKUS."
أجنغ يولستيَّاديوي,ayulistiad,teman??? teman kok ngelindes teman!
kemalakeyshop,shashashop24,"lagi diadu domba klian ini sumpahh, tlong sdarlah juga, fokus ke dpr, jngan ada korban lagii, Polisi ada yga MD 2 orang, mreka punya org tua, kkuarga anak jugaa, tlong jngan mau diadu dombaa"
utarilaila22,22maret010,"klo teman gamungkin membunuh, klo teman hrus nya bisa membantu"
RNaa,user2570419974003,temen tapi malak
Yuray,sachikodaisuke,"Yg pada belain isilop dan bilang mreka juga membahayakan nyama demi keamanan, at least mreka masih pake pengaman dan senjata yaa, sementara rakyat cuma punya suara dan semangaatt aja. Dari situ aja ga apple to apple"
Yuray,sachikodaisuke,"Terlepas dari mreka cuma jalani perintah atasan aja nih ya, cuma knp cara ngamaninnya abusive ke rakyat, knp ga ngayomi rakyat?? Kalo emg ada yg memicu kericuhan knp ga fokus cari penyulut kericuhan bukannya malah kesulut emosi trus jd ngasarin yg ada di lapangan? Padal jaman skrg kan cctv ada dimana2 kamera juga ada dimana2, keknya bisa lah nyari sumber kericuhan tanpa menumbalkan masyarakat. Tp beda lagi sih kalo emang udah dibikin biar ricuh oleh kepentingan elite"
aminah,danatjannah,"tuh kan yg di kerahkan yg muda2 dan pada akhirnya mreka yg dikutuk, yg anggota DPR masih bisa santai, duduk manis, ky gk adil bngt asli"
tarissaprmd,tarissaprmd,ogah
joth store,firda_ndha,"yang bikin onar enak2 d tmpt nyaman tnpa gangguan, sedangkan mereka yg harus jalankan tugas dan mereka yg membela hak nya diadu domba demi keadilan 🥺"
nabillaprtm,nabillaprtm_,cuak
naurah,noranoraaaaaa_,"di seret, di pukul, di tendang, di lindes, main senjata, tembak gas air mata
itu tugas kalian? kalian di gaji dr rakyat kok bisa si ngelindungin dpr?"
Aoda,mbohloh0,lucu
aries ♈,lutfia_16,sudah hampir 1thn hilang
sisturrrrr,sisturrrr11,"kak aku gapunya keluarga atau teman polisi tapi sumpah nangis banget liat polisi yang jdi di benci dan jdi korban, para pendemo yang jadi korban sampe MD, sumpah nyesek banget, kek harusnya gak gini lohh:( mereka sama smaa keluarga bagi seseorang, sama sama pencari nafkah. indonesia gini bgt anjr, yg harusnya di benci tuh tikus tikus hina diatas sana. bukan malah aparat dan rakyat saling benci:("
ara_ara,ararara1aja,makasih udah komen kak 😔 ternyata ada juga yg memikirkan nasib keluarga kami. kalau bisa demo mungkin mereka juga bakal demo supaya gk di adu domba
Velove,louveys_,"iyaa plss sedih bangeettt, yang mereka liat cuma oknum itu. padahal udah banyak aparat yang meninggal jugaa tapi ga ke ekspos 😞😞"
hrlynt20,02rknrndr,"bener ka,sedih bgt rasa nya🥲🥲"
pocongngaso,pocongngaso,emang gitu kak sistemnya kita yang gaji DPR mereka WFH sambil jadi penonton setia story masyarakat yang berjuang polri yang tanggung nama buruk polri yang di benci. masyarakat polri DPR yang berbuat Polri yang nanggung emosi masyarakat 😭😭sampe nangis loh aku liat bayangin mereka mau bersuara terhalang seragam😭
Zyfa_,zykrayasmin5,Bener banget kaa🥺
tigasatumarett,raya.ram08,Gapapa besok besok lagi biar gada yg mau jadi polisi
bintang di langit,cantikku1717,siapa yg melindungi DPR? tugas polisi hanya mengamankan..diharapkan demonstran tidak anarkis
Lakban,fakta_vidio,kan perkerjaan mereka harus melindungi rakyat kenapa mlh yg di lindungi dpr
Lakban,fakta_vidio,"klo tidak melindungi kenapa gedung dpr di jaga ketat, pendemo gak bakal anarkis klo jalan menuju dpr gak di halangi"
Biaaaa,sungjwie_05,"bener kta ayahku kak, soalnya ayahku pernah jaga demo pas di brimob🥺"
itsme.ska,devilwithlove_,"mereka itu hanya manusia biasa dan di tugas kan untuk jaga keamanan salah massa nya aja pada anarkis lhoooo, cowo gue jga kalo pilih satgas mending satgas dibandingkan capek pengamanan begini."
putrielsa.pnm,ep.pnm,apa iya bg???🥹 @Notyou05
RasyaQistan_11,rasyaqistan_11,coba ngomong begitu ke pimpinan polisi jangan yang menjaga demo nya
pinkiesell♌️,selvannaz,iyaa betul mba😭💔
Notyou05,notyouuok05,Benar
911 nine one one,nineoneone281,"gmna ga anarkis orang jalan menuju kantor dpr di tutup aparat padahal kita demo cuma ingin melihat pemimpin kitaa, kerjanya kaya gimna masa kita sebagai rakyat gtw kerjanya wakil rakyat kaya gimna, sedangkan kasta tertinggi di sebuah negara itu rakyat dpr itu hanya mewakili kita sebagai rakyat, wajar dong kita harus tau kerjanya dpr disana ngapain ajah...ini malah di hadang aparat gmna ga tensi kock"
911 nine one one,nineoneone281,bersahabat bhkan cees semua sama anggota dprnyaa
agw_,buruhserabutan_17,Siapa suruh jadi polisi 😂😂
字 𝓜𝓪𝓻𝔂𝔂 𖹭.ᐟ,rineolf,"cuma liat buruk nya coba liat baik nya
gk semua kaya gitu, ayo kita berpikir bijak gk semua buruk"
Devvvvvvvv,deviwinela,🤣🤣
"hii, aku feliizz :D",ocyeaniccw,menjalankan tugas secara ngelindes orang itu baik kah? taruhannya nyawa trs seenaknya ngmng dngn kta maaf
Ucii🐼,uci16360,"gk ah, lu aj"
字 𝓜𝓪𝓻𝔂𝔂 𖹭.ᐟ,rineolf,"gk semuaa kak , aku juga pribadi juga kesel tapi kan gk semua gitu😓"
yy03_18,yy03_18,ingat gak semua polisi begitu!! ingat itu!
kstts:c,kucingterbang._,dimana letak menjatuhkannya?
Aoda,mbohloh0,belum lihat masyarakat yg dipukulin?
gitaa🌷,aanggiiita,"gmna mau menyampaikan?orng jalan nya aj di tutupin ,ya wajar lh orng pd tersulut emosi nya ka"
Diionn 🦗,diionn195,demo rusuh aja ga ditanggapin apalagi demo yg tertib . 🗿🗿
Eva'p,vanillalatte917,"logikanya aja kl demonya kondusif dan memang tujuannya utk menyampaikan aspirasi ga mngkn ada hal2 yg tdk diinginkan antara aparat & pendemo. polisi tugasnya mengamankan, pendemo jg pengen menyampaikan aspirasinya. harusnya bs saling jaga keamanan. bukan malah mudah terprovokasi jadi malah ngebenturin aparat & pendemo."
gitaa🌷,aanggiiita,anarkis aja ga di gubris kak wkwk
D STORE,wongselo34,pindah planet
Lila barzzoo,lilabrzomhrss,"bner bgt ka,mreka tu pasti udh muak bgt tpi gmna lgi itu emg udh jdi tugas mreka😭😭"
Wong sabar,wongsabar239,meskipun ga smpek nglindes gitu kak meskipun si ojol itu juga kerja dan punya keluarga
Kikiii,koyki8,"aslinya mau ikut demo sumpah deh, tapi gmna ya susah jelasinnya"
π,fahm1z,comen template
Lutfin_Duta01,kkk_dbsy,Bilang sama abang nya bisa gak jangan ikutan pengamanan disitu kompak semua gaji mereka aja pas pasan mereka kerja nya beratt taruhan nyawa waktu demo
D STORE,wongselo34,suruh keluar kak.. aq kok malu..masih dpt gaji dri pemerintah kan?
wnap207,wnap207,"maaf kak, gak cari simpati. carinya empati. polisi juga manusia. posisi mereka itu serba salah. gak nurut hilang mata pencarian. nurut juga salah kena amukan. saya gak membenarkan oknum2 polisi yg salah kok. mereka ttep hrus ngejalanin prosedur hukum. tp banyak polisi yg emang mau kerja jujur. gak cuma kluarga saya. banyak mbak/kak. sayang gak ke ekspos. coba mulai lihat sisi lain jg. trims"
zyzy,zyzy7934,Lah mereka cuma makan salahnya dimana?
