author,author_id,comment
?,radi.azzahidi,gas ayu gua 500 Rp
Miiiss Ismaaa,missismaaaaaaa,ayo 🤣
hahahihi_12,hahahihi_12301,udahh kak gass ajaa kasih taii² itu di dalem gedung dpr
Zaka,zaka86675,dan uang patungan nya hilang gak nampak😹
flowriii,im.flowi,"kak, yg ngebersihin bkn dpr loh. mereka ga rugi apapa klo kita rusak fasilitasnya, itu pun uang kita sendiri."
PineappleJam🍍,elsss_28,beli ular kobra sekarung. sebarin ke gedung DPR 🔥
Cowok Mahall,cowok_mahall27,gw di kalimantan boleh ikut nyumbang dana gak bro
Audyyyy,allpeoplehatesme,😭😭@Yurikoo
Mj,mj.janne19,Setuju😂
🪫,yoesnana,ide bagus
ᴋᴀᴋᴀ☻☻,irma_iskandar12z,panggil damkar kak
watersign🌊✨,fallingdeeper,trs nnti yg bersihin?
SAHEEL'S MOM ♡,sophiiirahma,Mau ikut nyumbang
✮⋆˙,bellaaley,@N 2rb pertama🙋🏻‍♀️
s4tvrne1z4____,s4tvrne1z4____,tmn gua jg nyaranin gt 😭
wendaprett99,abdulahhh007,𝗙𝘂𝗹𝗹 𝘀𝗲𝗻𝘆𝘂𝗺 𝗵𝗮𝗯𝗶𝘀 𝘄𝗱 𝟰𝟯𝗷𝘁 𝗯𝗶𝗹𝗲𝗸🤙🏻🤙🏻🔥🔥😎
Mykel Mayers,mayers778,"Ya tuhan, lindungilah DPR kami 😭😭🙏🙏, mereka ini pahlawan bangsa, pejuang indonesia"
abc Sayang,ehehehehe0012,bayar pajak demi dapat semprotan air bersih🤣🤣
yono,tamajd1,"saya mempunyai teman yg ayahnya anggota DPR. Ada suatu momen sy duduk bareng n berdiskusi d teras rumahnya yg ckp luas.
intinya, om itu menyampaikan rata2 karakter Anggota2 DPR itu sama tabiatnya. semua mmpunyai topeng. Dan jenis topengnya dipake sesuai dgn kondisi dan situasi yg ada. cnth, jika duduk dgn anggota2 yg frontal, dia akan memilih dan memakai topeng frontal. dduk dgn anggota yg slow, maka topeng model slow lah yg dipake. Jadi, jika ada anggota DPR yg protes2 sprti ibu di video ini. Rata2 yg sudah2 dr pengalaman. mereka yg tidak kebagian kue dr kue proyek jahat. stelah ayah tmn sy cerita membuka sdikit saja yg ada didalamnya, sangat ngeri ges. Dana yg di embat, sangat2lah besar. Krn yg mau dibagi jg bnyk. Bayangkan dlm 1 partai, ada bbrapa org yg kalangan mnengah keatas. Dan ini udh sangat mengakar sampai ke dalam. Sudah ter sistematis. Thn 1999 alm.Gusdur mencoba utk membongkar sistematis ini dgn membubarkan DPR n MPR. Tp malah Alm.Gusdur yg kalah, dan dilengserkan. Mgkn krn one Man show. krn ga ada yg mnsupport beliau. ayah tmn sy mengakui,sebenarnya Indonesia ini adalah Negarabyg sangat KAYA RAYA. NIKEL,BATUBARA,SAWIT,EMAS,TIMAH,TEMBAGA,EKSPORTIR GAS ALAM,BAUKSIT dan Hasil2 Bumi lainnya. kemana hasilnya ini. Logikanya pastinya akan masuk ke anggaran. Tp knp ngakunya anggaran selalu devisit. Sehingga Pajak dinaikin trus menerus.
Rakyat sengsara dibebani pajak yg besar dgn sikon Ekonomi yg lemah saat ini.
#sedih"
Nyonya Tan,keripikkentangnyonyatan,smngat tmn2🥰..sambil ngemil keripik kentang nyonya tan enak nih kk🥰🥰
Bang Hamperta,hampert_t,kenapa aparat segitu ngelindungi gerbang? kan rakyat lagi demo🤔
re,regitaaprl,kalo demo kaya gini dpr nya kemana ya?
Yunie Novika Dewi,yunn44yinn88,"Pliss,demo blh az guys,tp pliss jgn rusak fasilitasss...
Tar pajak kita naik lagi 😂"
togoxpragos,togoxwellos,"kira"" orang di dalam pada malu gak sihh misal berita ini nyampe ke luar negerii.?"
ameyyy,ameilya.chn,"pdhal dia juga sama lho rakyat biasa, cm ketutup seragam doang, tp kenapa bs setega itu ?😭"
Sar Disini,sardisini09,"polisi bersama penjabat
tni bersama rakyat"
rcheeeeelllllllllllllll,rcheeeeelllllllllllllll,curangg
Dexzz⚡😹,siapa.kek.udah.ge4,itu gas air mata apa bukan
百里东君bailidongjun8,baili.dongjun5,"tolong jgn persulit anggota DPR terhormat kami. mereka sudah kerja keras untuk bangun negeri ini, wajar kalau mereka dapat gaji tunjangan tinggi, dan semua fasilitas, karena mereka PANTAS"
Bng whyu🌵,wahyuuu843,"bukti sudah ada, TANGKAP ANIS!"
story5ad1,story5ad1,Demi Tikus² Pak Pol sampe rela melawan yang Menggaji dia (Rakyat) 😂🤣
irawan17,irwan170297,serentak gak usah bayar pajak. ambil smua uang yg ada di bank
𝗟𝗔𝗦𝗞𝗔𝗥𝟮𝟭,gasjsjhsisp,Gue habis wd 23jt🥰🥰
haykaka,haykaka5,padahal di negara maju pun kalo demo pasti bakal ada polisi yang jaga bahkan lebih sadis. gaka sadar aja mereka kalo polisi di indo itu udah sangat humanis😂😂😂😂
OMATEM,kirik.cilik,KALIAN DI GAJI BUKAN UNTUK MELUKAI BOSS KALIAN YA!
sekarbunga,sekarbungaa,"klo dibilang pemerintah ga dengerin, itu kurang tepat. demo kyak gini gabakal bener dan nihilz. ujung2nya yg kena dampak rakyat lain yg berjuang kerja. jdi harusnya bisa mikir suarain pendapat dengan cara lain. sebagian tuntutan ada yang ditampung, ada yang dijawab dengan cara lain, ada yang memang belum bisa sekarang. tinggal gimana kita kawal biar tuntutan2 itu benar-benar dijalankan"
El,el_baskara,"Di Eropa rakyat demo dijagain polisi, di konoha malah diusir polisi😏"
Mima Noren,noren....723,kenapa kalian gak pake helm aja sih 😭
SOMEONE.,roynzz3,"Rakyat di mata Aparat sudah kayak hama,main semprot semprot aja😏"
Jaya Hendra625,jaya_hendra,demo nya blm serius... 98 nya blm menyala
່່່,oki..__,"Secara tidk langsung dpr berhasil ngalihin amukan rakyat dri mereka ke polisi/brimob
Yg di cari rakyat dri pagi adalah anggota DPR untuk menyampaikan protes secara lngsng tpi mereka semua tdk ada di tempat yg ada cuma aparat,
Kontak fisik aparar dgn rakyat pecah berujung msyrakt membenci aparat
Lalu anggota dpr yg nonton tv dri rumah bisa senyum"" krn esok hari perhatian,fokus,cacian dan makian masyarakat sdh ke arah yg berbeda"
selviana,nengselll,"sampe hari ini ga ngerti kenapa sama polisi, bukannya polisi itu mengayomi masyarakat ya tapi kenapa saat situasi kaya gini, bukannya seharunya mempersilahkan, mengayomi dan menjaga masyarakat tapi malah jadi lawannya masyarakat. jujur sedih ngeliat pendemo, niat hati ingin masuk ke gedung dpr, tapi dari gerbang aja susah untuk masuk. kenapa juga ketua dpr ri tidak hadir langsung untuk menenangkan masyarakat🥹🥹🥹"
pad,user37286271929,panggil damkar biar ngadu aer
Moy Cornetto🍦,moycornetto,itu orang pa bukan tanaman 🙂
lutfidewanto706,lutfidewanto706,jangan bantuin DPR bantuin masyarakat brimobnya kayak gimana sih mikirin masyarakatnya jangan mikirin Dek DPR
𝓉𝑒𝓀𝓈❀˖⁺.,tekkenberry,yg demo pake jas ujan sm helm ga si 😭😭😭
Đ Fɍɇsȼø,d_fresco17,udah berapa hari nunggu momen mobil sedot wc datang
aprian03__,aprian03__,dia juga mau demo cuma terhalang baju aja
Cindy Cincinati,cincinatic,ini katanya diskusi terbuka?
"Hii,ini hana🍓",yna0sw,padahal mah dari dalem gedungnya sama sekali tidak terdengar
siapabaeboleh,ken_tung231,kita do'ain yaa guys biar bapakk ojol yang di lindes cepet sehat kembali beraktivitas semula lagi🥺
Mamiiwidya🤪,mamiwidya29_,"@not.:buat temen² yg baru mau turun demo ttp safety yaa guysss utamakan keselamatan!!., di stasiun sudirman+GBK banyak bgt intell berkedok pelajar., gojek dll., karna banyak yg ketangkep+di pukulin. Info nye buat smk/sma/smp yg mau ikut mohon lepas seragam soalnya intel lagi banyak banget lagi mantau pelajar. kalian pake pakaian yg rada tebel dikit ataupun agar ga keliatan pelajar. udah banyakk bgt pelajar yg ketangkep di polres gara"" si curigain + make seragam saat demo. Angin nye uda chaos banget sekarang., sekedar saran
- tutup identitas termasuk wajah sama sidik jari
- kalau bawa kendaraan pribadi usahain jauh dari lingkungan demo
SEMANGAT BRO!!🥹"
YOHANES,yohanesasli1,ini baru karnaval 👍👍👍
Tik tik tok,rjnyrjny,Polisi sekarang mengayomi pejabat 🥀
Masno,santai_blues92,kalau demo minjem mobil damkar boleh gak sih serius tanya
Jhon,jhonhenri00,rakyat harus bersatu.
𝙡𝙖𝙝 𝙤𝙧𝙖,zanfik1,kemaren pati sekarang jkt aduh kenapa dunia kek gini pengin seperti dulu lagi
isatt,gapx8,"itu polisi nya agak Laen emg, orang demo ikut ikut+nyemprot ²"
Devi Vivi,devivivi160,hebat yaa polisi . berani nya sama Rakyat .. 😭
Abah Husein,kakaganal,"Kenapa dipukul mundur, kita cuman mau keadilan ,"
ＦＨＡＮ ,muhmdirfan03_,"polisi itu tugasnya utk mengamankan saat ada demo. klu pendemo diberi ruang utk bicara saya yakin tdk akan terjadi anarkhis. tp yg terjadi pendemo malah dihalang2i tdk boleh menyampaikan aspirasinya, bahkan malah diserang dg senjata & ditangkap. bahkan orang2 yg tdk terlibat demopun ikut dibabat juga"
Rahzi Alfanza,cayziie_,semoga semua yang kemarin ikut demo tetap sehat dan dijauhkan dari hal buruk
Official_Senior.Reborn01,rendi_prioritas089,"gw punya ide
( Mending Kita Nyewa Truck Sedot Wc Sama Truck BBM + Sound Horeg 😂😂😂😂"
nafisha,nafisha1356,indonesia harus mogok pajak .🔥🔥🔥
RAIINN🌹,s.anggraini,"Dari tahun ketahun sakit hati bgt kalo liat ginian tuh, apalgi kalo smpe ad korban, tersayat rasanya☹️"
tama★☆,tamaaaaaa79,pokoknya tangkap mega.
iqbaal,ooks90,"kemarin waktu Demo saya nemu dompet di tempat orang Demo,lalu kubuka dompetnya Alhamdulillah isi nya 5 jt, dan di dalam dompet juga ada ktp pemilik nya, saya bingung dan ragu mau di anterin sayang isi nya 5 jt,klo ngga di balikin kasian yg punya Dompet, takut KTP nya mau di pake, tau sendiri ngurus ktp kadang sibuk ga sempat . akhirnya saya anterin dompet dan isi nya ke alamat rumah, pas saya nyampe rumah pemilik nya jutek banget, pas saya bilang menemukan Dompetnya sopan banget dia, langsung saya di suruh masuk ke rumah nya, di buat kan kopi dan di sandingkan kue, pas sudah 30 menit ngobrol saya pun pamit,dan saya bilang,ibu coba uangnya di hitung kembali, lalu ibu itu menghitung nya, dan Alhamdulillah uangnya pas 5 juta, terus saya pun pamit dan tangan saya di tarik sama ibu itu, saya kira ada apa, nggak tau nya uangnya 5 jt mau di kasih saya semua,emang kalo sudah rezeki nggak kemana,katanya yang penting KTP balik sudah bersyukur banget,saya pun seneng banget, pas saya pergi sudah keluar pagar ada yang panggil panggil saya,.
pah..pah..bangun pah... sudah pagi takut berangkat kerja nya kesiangan anak sekolah sudah pada masuk takut macet, saya pun terbangun dan bengong, uwala...ternyata mimpi😂😂🤭 jangan serius amat kamu baca nya😂😂😂"
Awaydoank,aris.away,"POLISI PUNYA WATER CENON
RAKYAT PUNYA MOBIL SEDOT WC DAN DAMKAR MASIH MASIH 10 UNIT UDAH MENANG RAKYAT"
Unknown,mrnobody00041,Rejekiku hari ini wd 29Jt
yakiniku,eggaast_,rip demokrasi🥀 terus ntr ada yang komen “makannya demo jangan rusuh” rusuh gimana?orang sebelum nyampe ke dpr aja udah di blokade
ykyhjt_27,ikzyt_sr,"makanya besok besok klw ad pemilihan DPR jangan ada yg memilih.. percuma saja klw kalian demo besar besaran tapi mereka tetap santai,,"
_isanGln🚀,isaancandthyme,ntar demo bawa papan besar ngumpet belakang nya
R4ND1YY,cseries1995,terus gas air mata itu di anggap apa? 🗿
avocsdo,buttrsuck,"katanya nyuruh diskusi, giliran mau diskusi malah disemprot"
Hs.Store🛒🛍️,hs.store_12,conter water Canon cmn sedot WC
Queenrara🌹,raramoon786,"sebenarnya aparat tugas nya untuk rakyat Indonesia,apa khusus pejabat?"
putri novaria,putricantik180,Rezeki hari ini habis cair 𝟯𝟳𝗷𝘁🥰🥰
Hermawati,hermawatiiii07,GAUSAH BAYAR PAJAK.
⠀᠌⠀᠌⠀︎,rinrinakw,"indonesia semakin kesini semakin makin, mau pinda planet aja"
Lip Pomal👮‍♂️,mhd_khalif29,"besok besok kalo demo, kalo dia bawa water canon kita bawa truk tangki sedot wc"
BumbleFaiz | GD,wiwok_faiz_,"sudah water Canon, berarti sudah tahap dua😨"
justme,heheifa,"Saatnya kita bilang apa ges, preeeeeettttt semuanya preeeettt. mana yang katanya negara demokrasi, mana yang katanya pintu terbuka lebar, mana sila Pancasila keadilan sosial bagi seluruh rakyat Indonesia. semuanya preeettt, pembohong"
Rizka Ramadhani-f,rizkaramadhanif,"Sedih banget kl lihat gini, dilain sisi, ada perang antar negara, kita yg satu negara jd perang sm pemerintahan sendiri, miris pemerintah:’("
Eki setiawan 77,ekisetiawan411,muak dengan tingkah nya negeri ini😭😭
Muklaz_Hadi,muklaz77,kenapa masa gak undang damkar😁
gthxxx,gatha_xcy,kenapa yang demo ga bawa mobil sedot wc?
FATIH rf daop 2,fthzrfbdd2_rfd2,"""gerbang terbuka lebar""mana😹"
Porit Saputra,poritsaputra,apaan2ni kok rakyat digituin
arif squad 88,arifsquad00,rakyat mau ketemu wakilnya aja di halangi gimana sih ni Negara coba buka temui rakyat pasti ga ad bentrok smart
PLAT KB,.plat.kb,"Pas Demo kan mereka pasti libur tuh gada di kantor, Rakyat nya demo bisa bisa pas libur begini si onoh lagi pada liburan ke bali wkwkwkw"
𝑺𝒉𝒆𝒊𝒊𝒊𝒊,sheisoflife,Kenapa sih jadi kaya rakyat vs rakyat sedih banget😭 target utama yg di demo malah ga nongol samsek
ROHA KOPLING,reyitaaura,sakit.
Diane,swollenkiwi,gausah bayar pajak
dianjunitaaa_,dianjunitaaa_,MENDING KE RUMAH PEJABATT NYA AJA CUUY PASTI DIA DIEM DIRUMAH KARNA DPR LIBUR SERENTAK KETIKA ADA DEMO !!
Indonesia Mining Operator 🇮🇩,mining.operator,"Gedung wakil rakyat, tapi di masukkin rakyat gak boleh"
ALEA GAMING,alea.gaming,dan anggota DPR nonton dan duduk manis
Gua siapa,loi_mat,Para pendemo itu cuma butuh di temui para pemipin nyaa jangan di hadang”
Caramelmacchiato🍯,l1kec0ffe,"polisi brimob anj, ini yg dinamakan polri untuk masyarakat?"
istrinyaade✨,mpittbatak,demi allah aku sedih bgt ngeliat negara Indonesia skrg🥺
manda,mandaaptryy,pancasila udah ga ada harga dirinya di negara ini
Mia,miafb1,Demo sudah berlangsung beberapa hari tpi miris nya pemerintah tidak menggubris malah sibuk berusaha melindungi para pejabat nya
I F A H,sttikholifah,"sedih banget liat negara sendiri, rakyat sendiri udah kaya musuh,gua ngeliatnya kaya palestina dan Israel😇"
韵舞,cinnamonrolliesz,mending kita mogok pajak aja biar ga dikorup🗿
faiq ayam geprek😋,iam_guy4,katanya terbuka lebar kok ini tertutup rapat🤭
Rahmat Saepullah,rahmat.saepullah95,katanya di pintu di buka lebar ko ini malah di tutup rapar
💭,906.marwah,ini negara sakit bgt☹️
nadiaa,nadiiyaa_2,kalian hanya melihat sisi jeleknya polisi padahal sisi baiknya juga gak ada
Muh,muh61,polisi membantu rakyat dan mengayomi ??
story فينا 🌸,fnidmts,"HARUSNYA KALAU DEMO ITU KE RUMAHNYA PEJABAT, bukan di kantor"
TamagoMu.id,endokmu.id,begitu kok slogannya mengayomi masyarakat
Andi Muliati Ning Nong,andimmuliatiningnong,sampai detik ini belum ada DPR yg tanggapi demo🥺
syafr’s,karpetmasj1d,Sakit bgt liatnya yaAllah
Palkonzz,ndraa_2144,"demo : pertempuran antara anggota polisi dan masyarakat.
sedangkat pejabat yang di demo tidur nyenyak seakan akan buta akan situasi"
PM,bhp296,banyak orang di yg kekurangan air bersih. eh disana di buang² cuma buat membubarkan yang demo ☺️
umaaa,apanihh31,pancasila ke 5 udh bener’ ilang yaallah🥺
daprah,whyu_ancol,Negara demokratis yg menolak di demo🤭
Esa Kitchen Ponorogo,esa_kitchen,Cuma mau berkata asthafirullah
nbl,sftri_678,polisi bisanya pake senjata ky gitu anjir
🦌,itsarsylaa,negeriku 🥀💔
parker,4rtaaaa,ketika masyarakat tidak ada lg perannya di negeri tercinta
lepay____,lepay____,andai aparat memberi jalan masa demo mungkin mereka tidak bersifat anarkis
aca,achln0,rental mobil damkar pls buat bales😞
Pardi_Syahri,pardi_syahry,"logikanya gini , klo DPR bubar mereka ga ada kerjaan 😂 jd mereka bela DPR"
ultramen merah,ultramengookil,"kami dari pulau sumatra mendukung kalian bro, tanpa aksi kita tidak akan di lirik, biarlah berita ini sampai keluar negeri agar orang tau betapa hancur nya negri ini"
𝓐𝓶𝓮𝓵,ramllss,"Jd inget yg anak stm bilang ""tangan kosong kalo berani"" 😩"
anggun,gunanggun9900,"coba aja sbagian pendemo boleh masuk duduk bersama, mumgkin minim tswuran, dan gk ada polisi lindas ojol"
doktsam,doktsamm,"ya allah gue berdoa banget agar abang ojol yg bantuin hari ini disiapin surga satu satu, karna sangat membantu dan memudahkan org lain :( , termasuk abg yg meninggal khusnul khotimah karna jihad hitungan nya, melawan kedzaliman pemimpin🥹🥹🥹"
Mifthh,mfx.1_,"slogannya ""POLRI BERSAMA RAKYAT""
Tapi pernah kah kalian melihat polri mendukung rakyat?"
EDGAR🐧,edgardewanta,"polisi jahat sudah bukan lagi oknum pak, justru terbalik sekarang, yang baik yang oknum"
ctr,catoerr,rakyat gausah bayar pajak semua aja🤔
loopy🫧,bistyvv,EMG PANTES APARAT KAYA GITU? KITA RAKYAT LOH PAK
🤠,fajar_nuurr,kalau engga bersalah kenapa harus takut🤣
qillah,todayyy.u,pleasee ini rakyat ga mah ada yang bawa mobil isinya coklat coklat kahhh???😭😭😭
Vixion_Ghoib,ariismuhar,kalo rakyat ga bayar pajak pemerintah bisa apa 🗿
Nekrempong,nek_garong,"wajarlah kami sebgai warga marah,,lihatlah pass demo ada gk yg mau keluar anggota dprnya."
freshcute51,freshcute51,"Segitunya bgt anjir, asliiii sedih bgt padahal kita maunya cuma 1. DI DENGAR DI DENGAR bukan di semprot🥺"
Danzz🏄🏻‍♂️,ramdanimusabdullah,"25 Agustus : HBD to me ❌
25 Agustus : demo besar besaran ✅
apakah ini hadiah ulang tahun guee 😄"
riskadarma_,redvellllv,rek te anarkis kumaha dibuka ge hanteu
dhinaa,.dhina,"knp si ,kita kn cuman menyuarakan apa yg harus disuarakan knp kita disini seakan2 yg salah"
ditho27🇵🇸,aditho.jr27,"Cba kalo pemerintah kebijakannya baik baik semua pasti negara ini adem ayem, tapi ya begitulah kepentingan segelintir penguasa"
nefertiti_?,madebydream_,"nangis bgt, org yg di demo in bnr bnr gak kena dampak apa apa. org yg rugi dan berdemo yang bener bener kena dampak buruknua 😞 negara sakit!"
Aquarius ♒_girl,dep_aquarius,guys... sewa mobil sedot WC guys
rickcasee,rickcasee,tolong dongg bapak yg punya mobil sedot wc di sewakan untuk demo
별,schonerstern_,Aduh uang rakyat di buang buang doang
Dival,divalzal,Serasa di jajah oleh negara sendri☹️
Anonim,anonim.19990,"Sewa pemadam co, mumpung lagi musim hujan ini pemadam gak ada kerjaan jdi sewa mereka aja"
Madra Okta,madraokta,Yng demo cuman anak muda aja bapak bapak kok ngk ada
sunflower,nscewyy,gua masih sakit ati banget liat ojol kelindes mobil brimob
Dil🎃,gorgor708,ternyata pajak kita.bukan hanya bikin kaya DPR...tapi juga bikin kita dihajar secara fisik
kaka,boimjon0,Indonesia semakin kocak pejabat pemerintah vs rakyat 😁
wahyuharmoko,mangway74,"lawanya truk sedot Wc,,,,"
Brudii🫂,_adisaputraa0,"Secara tidak langsung DPR berhasil ngalihin amukan rakyat dari mereka ke polisi/brimob.yang di cari rakyat dari pagi adalah anggota DPR untuk menyampaikan protes secara langsung. tapi ya mereka semua gak ada di tempat, yang ada cuma aparat yang MAU GAK MAU harus menjalankan tugas.
pada akhirnya seperti biasa, kontak fisik aparat dengan rakyat pecah. dan seperti biasa pula, tiap ada konflik dan korban, berujung masyarakat semakin membenci aparat.
lalu, anggota DPR yang sehariannya nonton TV dari rumah bisa senyum senyum karna esok hari perhatian, fokus, cacian dan makian masyarakat sudah ke arah yang berbeda."
anaaayaa,akuinisayapaana_,"MANAAAA YG KAYANYA PINTU TERBUKAA, DAN MANAA KATANYAA POLISI UNTUK RAKYATT? UNTUK RAKYAT ATAU UNTUKKK TIKUS""ITUUUU"
trikun,trikun87,sng edan ncen DPR E
signatures,sen_kananbelok_kiriii,sekali lagi kami memohon maaf atas keteledoran kami karena lupa mematikan air jadi di mainkan oleh pasien kami
ERGOOD,busur10,"pajak harus bayar
demo di larang
sembako makin mahal
gaji DPR makin tinggi
smua nya yg tentang rakyat dipersulit"
Angiethaap,angiethaaap,INI POLISI LOHHH KATANYA POLISI BERSAMA RAKYATTTTT😭
ＭＡＳＶＩＮ ⭑,masvinpubgm,#saveojol #alfatihah buat ojol 🥲
edreya_,edreya_,"Prihatin banget liat berita kemarin, semoga ke depan lebih kondusif 🙏"
Gilang Armadhan,gktizo_,"ikut sedih liat suasana kemarin, semoga ke depan lebih aman buat semua"
fazairaa,fazairaa,"buat yang kemarin di lokasi, stay safe ya! Jangan lupa istirahat juga"
Prayud,prayuda.f.s,5 . keadilan sosial bagi seluruh rakyat yang mana ?
VIBES CREATIVE,vibes.creative,"anda bangga dengan kata ""Pukul Mundur"" ingat itu rakyat yang membayarmu..rakyat yang tiap hari dibersamai dengan doa anak istri dirumahnya"
🅿️ 🌻4️⃣8️⃣,twight_s,Rip Indonesia's democracy 🥀
はフィ図,ryu3453737,Apalah barusan gua liat yang live kebanyakan minta gift minta gift kek menggunakan kesempatan untuk cari uang.
Limudz,mudfrbn,mereka makan pajak juga gak ya?
ini.anggeloo!!!,rsky_d,inikah yg dinamakan polisi untuk masyarakat?
Nurprasetyo,nurprasetyo30,kenapa aku di lahiran d negara konoha inih sih. 🥹🥹🥺..
Mie ayam Pangsittt,pangsittmieayammm,"aparat beradu sama rakyat
semoga lekas membaik ibu pertiwiku"
mamaArkana,anatasya1205,Jangan nyalahin presiden guys inget kasus gusdur kan beliau mau bubarin DPR malah dilengserin sama Megatron itu jadi yg bisa bubarin hanya rakyat Indonesia!!!!
cintia,user26861594104252,semoga demo nya terus berlanjut lindungi mreka yg ikut demo ya allah🥺
syafira☄️,syafira750,eh tolong bsk klo demo lg bawa kacamata renang plis😭
𓂃 𓈒𓏸acila 𝄞𓍼ོ,acilarururu___,Gak bakalan ada demo sihh kalo pemerintahan waras 😂
novra,novra_09,lekas pulih negriku
user user,user3276012800,"rakyat bayar pajak, uang pajak buat gaji dpr dan aparat, dan untuk memfasilitasi alutsista para polisi brimob.. ternyata yang di lawan rakyat juga, kita bayar pajak buat di lawan🤣"
keii,v4nilatteee_,rip keadilan Indonesia
dpaa_,dpanvtx,dijajah sama negara sendiri 😭😭
si dut,dutaigorcavalera,panggil tukang sedot WC lah air vs tai menang sp🗿
Ucup Peot,ucuppeot3,Semoga aksi tetap kondusif dan tidak memancing kericuhan 🙏.
Cambang,hendrixabengk,baru di Indonesia pemerintahan dan institusi polri jadi musuh masyarakat
𝓰𝓲𝓻𝓵𝓵,strawberrygirl_1212,"kata nya kenapa ga diskusi aja,,, masyarakat dan mahasiswa kesitu malah di tutup, di siram"
nanatoid4,nanatoid7,"ternyata bukan cuma kakek/nenek yg hidup dijaman perang, kita juga merasakan hidup di jaman penjajahan"
LifestyleStore.,farrellshop_on,para aparat² cuma dijadikan boneka oleh dpr²
🦋🦋,megarannia,polisi itu pro pejabat
sparta ya,kaaal.02,kalau gk menggunakan cara keras smuanya gk ada hasil
WARUNG SHAKA,dmsv_08,pdhl d dlm hati nya pgn ikut demo bareng rakyat kali ya pak?
️asep😼,dino_aja_lh17,kita pastikan tahun baru dengan presiden baru
